"origin","nb_outlinks","outlinks","weights","nb_airlines"
"SYR","26","ATL BNA BOS CHS CLT DCA DEN DFW DTW FLL JFK LAS LGA MCO MIA MSP MYR ORD PGD PHL PIE RDU RSW SFB SRQ TPA","1 1 2 1 1 2 1 1 2 2 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1","9"
"SYS","1","YKS","1","1"
"SYU","4","CNC HID SBR XMY","1 1 1 1","1"
"SYX","95","ALA BKK CAN CGO CGQ CKG CSX CTU DLC DQA DSN ENY FOC FRA HDG HET HFE HGH HJJ HKG HNY HQQ HRB HYN IKT INC JJN JNG KHN KHV KJA KMG KOW KTI KUL KWE KWL KZN LED LHW LYA LYI LZO MIG MSQ NGB NKG NNG NNY NQZ NTG OVB PEK PKX PVG SHA SHE SHS SIN SJW SQD SVO SVX SZX TAO TAS TFU TNA TSN TXN TYN UBN UFA URC UYN VTE VVO WDS WNZ WUH WUX XFN XIY XMN XNN XUZ YBP YCU YIC YIH YIW YNZ ZHA ZUH ZYI","1 1 3 5 7 5 6 4 1 1 2 1 2 1 1 3 3 7 1 2 1 1 9 1 1 2 1 1 2 1 1 3 1 1 1 5 3 1 1 4 1 1 1 1 1 1 6 2 1 1 2 1 3 5 7 4 8 1 1 4 1 1 1 3 2 2 6 4 4 1 4 3 1 4 1 1 1 1 2 4 2 1 8 1 1 1 1 1 1 1 1 1 1 1 1","46"
"SYY","6","BEB EDI GLA INV MAN SOU","1 1 1 1 1 1","2"
"SYZ","38","ABD AKW AWZ BDH BND DOH DXB GBT GSM IAQ IFN IST JED JSK KER KHK KIH KSH KWI LFM LVP MCT MED MHD MRX NJF NSH OHS PGU RAS SAW SHJ SRY SXI TBZ THR ZAH ZBR","1 1 4 1 7 2 5 1 4 1 3 2 1 1 1 2 11 1 3 1 2 6 1 14 1 1 1 2 4 3 1 1 2 1 4 22 1 2","32"
"SZA","2","CAB NBJ","1 1","1"
"SZB","18","AOR BKI CGK DMK HDY HHQ HKG JHB KBR KMG LGK PEN PQC RDN SIN TGG USM XSP","1 1 2 1 1 1 1 2 2 1 3 3 1 1 2 1 1 1","6"
"SZE","5","ADD BJR GDQ MQX SHC","1 1 1 1 1","1"
"SZF","15","ADB AYT BER BGW CGN COV DUS ESB FRA HAJ IST MUC SAW STR VIE","2 2 4 3 2 1 4 1 1 2 1 2 2 2 2","9"
"SZG","63","ALC AMS AOK ARN AYT BCN BEG BER BEY BFS BHX BOJ BRS BRU CAG CDG CFU CGN CLY CPH CWL DUB DUS DXB EDI EIN FRA GLA HAM HEL HER HRG IBZ IST KEF KGS LBA LCA LGW LHR LPA LPL LTN MAN MIR NAP NCL OLB OSL PMI PRN RHO RIX RMF RTM RUH SEN STN SUF TFS TLL TLV ZTH","1 2 1 2 2 2 1 1 1 2 3 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 4 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1","23"
"SZH","5","CAN CSX HRB PVG TSN","1 1 1 1 1","3"
"SZI","1","UKK","1","1"
"SZK","2","CPT JNB","1 1","1"
"SZS","2","IVC ZQN","1 1","2"
"SZX","184","ACX AKA AKL AQG AUH BCN BFJ BFY BKI BKK BPE BRU BSD BUD BZX CAI CDG CGD CGK CGO CGQ CIH CJU CKG CNX CSX CTS CTU CZX DAT DDG DLC DLU DMK DOH DOY DSN DXB DYG DZH EHU ENH ENY FCO FOC FRA FUG GYS HAK HAN HCJ HET HFE HGH HIA HKT HLD HND HPH HQQ HRB HSN HYN HZA HZG ICN IKA INC IQN JDZ JHG JIU JMU JNB JNG JNZ JUH JUZ KHG KHH KHN KIX KMG KOS KTI KUL KWE LAX LFQ LHR LHW LIJ LJG LPF LXA LYA LYG LYI LZG LZH LZO LZY MAD MDC MDG MEL MEX MIG MLE MNL MXP NAO NDG NGB NKG NNG NNY NRT NTG PEK PEN PKX PVG RGN RIZ RUH SAI SGN SHA SHE SHS SIN SJW SQD SVO SYD SYX TAO TAS TFU TGO TLV TNA TPE TSN TXN TYN URC UYN VIE VTE WDS WEH WGN WHA WMT WNZ WSK WUA WUH WUS WUX WXN XAI XFN XIC XIY XMN XNN XUZ XZM YBP YCU YIC YIH YIW YLX YNT YNZ YTY YVR ZHA ZHY ZYI","1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 2 7 8 1 1 11 1 1 1 7 2 1 1 5 1 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 4 2 1 5 3 9 2 1 1 1 1 1 7 1 2 2 1 4 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 8 1 4 4 4 1 1 1 6 1 5 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 5 8 1 2 2 2 3 2 5 8 1 1 1 1 2 8 5 1 3 4 1 1 1 3 6 1 7 1 1 7 4 7 1 5 3 1 1 1 1 1 1 1 1 4 1 1 5 1 4 1 1 1 1 9 1 2 2 1 1 1 1 2 2 1 2 1 2 1 1 1 1","49"
"SZY","5","DTM KRK NRN RMF STN","1 1 1 1 1","4"
"SZZ","7","BGO DUB KRK LPL OSL STN WAW","1 1 1 1 1 1 1","3"
"TAB","6","BGI FRA JFK LGW POS UVF","2 1 1 1 1 1","3"
"TAC","4","CEB DVO ILO MNL","2 1 1 3","4"
"TAE","18","BKK CEB CJU CXR DAD DSN DYG FUK GUM HKG ICN KIX NRT PVG TAO TPE UBN YNJ","1 1 5 2 1 1 3 1 1 1 1 1 1 1 1 2 1 1","12"
"TAG","8","CRK DVO ENI ICN ILO MNL NRT PUS","1 2 1 5 1 3 1 2","10"
"TAH","2","AUY VLI","1 1","1"
"TAK","9","HKG HND ICN NRT OKA PUS PVG RMQ TPE","1 2 2 1 1 1 1 1 1","10"
"TAL","4","FAI HSL HUS RBY","1 1 1 1","1"
"TAM","8","CUN DFW IAH MEX MTY NLU VER VSA","1 1 1 2 2 1 1 1","6"
"TAO","121","AKU AVA BHY BKK BPE BZX CAN CGO CGQ CIF CIH CJU CKG CSX CTS CTU CZX DLC DQA DSN DXB DYG ENH ENY FOC FSZ FUK FUO HAK HAN HET HFE HGH HKG HLD HND HNY HRB HSN HYN ICN INC JDZ JHG JJN JMU JSJ JUH JUZ JXA KCA KHN KIX KMG KOW KRL KTM KUL KWE KWL LGW LHR LHW LIJ LNL LXA LZH MDG MFM MLB NAO NBS NDG NGB NGO NKG NNG NNY NRT OKA PEK PEN PKX PUS PVG SGN SHA SHE SHS SIN SJW SQJ SVO SWA SYD SYX SZX TAE TFU TPE TYN URC UYN VVO WDS WHA WNZ WUH WUS WUX XAI XFN XIY XMN XNN YBP YIC YIH YNJ YSQ ZUH","1 1 1 2 1 1 6 4 7 1 1 1 5 8 1 6 1 5 2 1 1 1 2 1 3 1 1 1 4 1 4 3 4 3 1 1 1 11 2 1 8 2 1 1 2 2 1 1 1 1 1 5 5 7 2 1 1 2 6 1 1 1 2 1 1 1 1 3 1 1 1 2 2 6 1 3 5 1 1 1 2 1 2 2 6 2 4 8 1 1 1 1 1 3 1 2 6 1 4 2 5 3 1 1 1 1 4 6 1 2 1 1 4 2 1 1 1 1 2 1 2","45"
"TAP","4","GDL MEX MTY TIJ","1 3 1 1","4"
"TAS","115","ADB AER ALA AUH AYT AZN BGY BHK BKK BOM BSZ BUD BUS CAN CDG CKG CXR DAD DEL DME DOH DPS DXB DYU ESB FCO FEG FRA GOJ GRV GUW GYD HGH HKT ICN IKA IKT IKU ISB IST JED JFK KBL KBP KHV KJA KRR KSN KSQ KUF KUL KWI KZN LED LGK LGW LHE LHR MAD MCT MCX MED MLE MRV MSQ MUC MXP NBC NCU NJC NMA NQZ NRT NVI OMN OMS OSS OVB PEE PEK PKX PQC PRG PVG RIX RKT RMO RUH SGC SHJ SKD SLL SSH SVO SVX SYX SZX TBS TFU TGD TLV TMJ TZX UFA UGC URA URC UTP UUD UWWW VKO VVO WAW XIY ZIA","1 3 3 3 1 1 1 3 2 2 3 1 2 4 1 1 1 1 2 2 2 2 3 2 2 1 2 2 1 2 2 4 3 3 5 2 2 1 1 4 5 2 1 1 1 4 2 1 2 2 3 1 5 3 1 2 2 1 1 1 2 1 1 4 2 1 2 1 2 2 2 3 1 1 2 1 1 4 1 1 3 3 1 1 2 1 1 1 1 1 3 1 5 2 3 2 1 4 1 1 3 2 1 2 2 1 3 1 1 2 2 2 1 2 1","46"
"TAT","2","GDN LTN","1 1","1"
"TAY","1","HEL","1","1"
"TAZ","4","ASB BKN MYP ZIA","1 1 1 1","2"
"TBB","2","HAN SGN","3 4","4"
"TBD","2","CLO PPN","2 1","2"
"TBF","1","TRW","1","1"
"TBG","4","CNS HGU POM UNG","1 2 3 1","3"
"TBI","1","NAS","2","2"
"TBJ","0","","","23"
"TBN","3","BNA DFW ORD","1 1 1","1"
"TBO","2","DAR TKQ","1 1","1"
"TBP","1","LIM","2","2"
"TBS","61","AER ALA AMM AMS ATH AUH BAH BEG BER BGW BGY BOM CDG CIT CPH DEL DOH DUS DXB ESB EVN FCO FRA FRL GOJ GVA GYD IKA IST JED KBP KRR KWI LCA LED LHR LTN MRV MSQ MUC MXP NCE ORY OVB PVG RIX RMO RUH SAW SCO SHJ SVX TAS TLV UFA URC UWWW VIE VKO WAW ZRH","2 1 1 2 2 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 3 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 4 4 1 2 1 2 2 1 1","51"
"TBT","2","MAO TFF","1 1","1"
"TBU","8","AKL EUA HPA NAN NFO NTT SYD VAV","1 1 1 1 1 1 1 1","4"
"TBW","2","LED VKO","1 1","1"
"TBZ","19","ADB AWZ AZD BND DXB EVN GYD IFN IST JED KER KIH MED MHD NJF PGU SAW SYZ THR","1 1 2 2 1 1 3 2 5 1 1 3 1 10 3 4 1 4 19","24"
"TCA","3","ASP DRW KTR","1 1 1","1"
"TCD","1","LET","1","1"
"TCG","16","AAT AKU BPL CGO FOC HTN KHG KRL PKX SHE SHF TFU TLQ URC XIY YIN","1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1","5"
"TCH","1","LBV","1","1"
"TCO","1","CLO","2","2"
"TCP","6","BRQ BUD CAI KTW PRG WAW","1 1 1 1 1 2","3"
"TCQ","1","LIM","2","2"
"TCR","2","BLR MAA","1 1","1"
"TCT","1","MCG","1","1"
"TCZ","6","CKG CSX KMG TFU TYN XIY","1 1 4 1 1 1","4"
"TDD","6","CBB CIJ GYA LPB RIB VVI","2 1 1 2 1 2","2"
"TDK","3","HSA NQZ USJ","1 2 1","3"
"TDL","0","","","0"
"TDP","0","","","8"
"TDS","3","AWB KMA OPU","1 1 1","1"
"TDX","1","BKK","1","1"
"TEB","7","ACK ASE FXE MVY OPF PBI VNY","1 1 1 1 1 1 1","3"
"TEE","1","ALG","1","1"
"TEF","2","MEB PER","1 1","1"
"TEI","4","GAU HGI IMF JRH","1 1 1 1","1"
"TEK","1","MRI","1","1"
"TEN","6","ACX BHY CKG LPF PKX PVG","1 1 1 1 1 1","4"
"TEQ","1","ESB","1","1"
"TER","12","BOS FLW FNC GRW HOR LIS OPO PDL PIX SJZ YYZ ZRH","1 1 1 1 1 2 2 1 1 1 1 1","4"
"TET","2","JNB MPM","2 2","3"
"TEU","0","","","37"
"TEX","2","DEN PHX","1 1","1"
"TEZ","5","CCU GAU IXI IXT SHL","1 1 1 1 1","1"
"TFF","2","MAO TBT","1 1","1"
"TFI","3","PNP POM RAB","1 1 1","2"
"TFM","1","HGU","1","1"
"TFN","34","ACE AGP ALC BCN BIO BJZ CCS DUS EAS FNC FRA FUE GMZ GRX LCG LPA MAD MLN OVD PDL PMI PNA RAK RMU SCQ SDR SPC SVQ VDE VGO VLC VLL XRY ZAZ","2 1 2 1 2 1 1 1 1 1 1 2 1 2 1 2 3 1 3 1 1 1 1 1 2 1 2 3 2 1 3 1 1 1","8"
"TFS","112","AAL ABZ AGA AGP AMS ANR ARN BEG BER BES BFS BGO BGY BHX BIO BLQ BOD BOH BRS BRU BSL BUD BVA CDG CGN CMN CPH CRL CWL DUB DUS EDI EIN EMA EXT FCO FKB FMM FMO FNC FRA GDN GLA GRQ GRZ GVA HAJ HAM HEL HHN IOM KEF KRK KTW LBA LGW LHR LIL LIN LIS LPA LPL LTN LUX LYS MAD MAN MPL MRS MUC MXP NAP NCE NCL NOC NRN NTE NWI OPO ORY OSL OST OTP OVD PIK PRG PRO RAK RIX RTM SCQ SEN SNN STN STR SVG SVQ SZG TLL TLS TSF TSR VCE VIE VLC VNO VRN WAW WMI YUL YYZ ZRH","1 1 1 1 3 1 2 1 3 1 3 1 1 4 1 2 1 3 4 2 1 2 1 1 4 1 3 1 2 3 4 3 3 3 1 2 1 1 1 1 3 1 3 1 1 1 3 3 2 1 1 1 1 1 2 4 1 1 1 1 1 3 3 1 1 1 4 1 1 3 4 1 1 4 1 1 2 1 1 1 3 1 1 1 1 2 1 1 1 2 1 1 1 3 3 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1","38"
"TFU","216","AAT ACF ACX ADD AEB AHJ AKL AKU AOG ATH AUH AYN BAR BAV BHY BKK BPE BPL BRU BSD BSZ CAI CAN CDE CDG CGD CGK CGO CGQ CIF CIH CMB CNX CQW CSX CTS CXR CZX DAT DCY DDG DHH DIG DLC DLU DMK DNH DOH DOY DPS DQA DSN DXB DXJ DYG DZH EHU ENH ENY FCO FOC FRA FUO FYJ FYN GXH GZG HAK HAN HET HFE HGH HIA HKG HKT HMI HNY HPH HRB HSC HSN HTN HUZ HYN HZA ICN INC IST JBK JDZ JGN JGS JHG JIU JJN JNG JNZ JUH JUZ JXA JZH KBV KCA KHG KHN KIX KLO KMG KOW KRL KRY KTI KTM KUL KWE KWL LAX LED LFQ LGW LHR LHW LJG LLV LNJ LUM LXA LYG LYI LZH LZY MAD MDG MEL MFM MLE MNL MXP NBS NDG NGB NKG NNG NRT NTG PEK PEN PKX PVG QSZ RLK RMQ RQA SEZ SGN SHA SHE SHS SIN SJW SQD SVO SWA SYD SYM SYX SZX TAO TAS TCG TCZ TLQ TNA TPE TSA TSN TVS TWC TYN URC USM UYN VIE VTE WDS WEH WGN WHA WNH WNZ WUA WUH WUS WUT WUX XAI XFN XIC XIY XMN XNN XNT XUZ YCU YIH YIN YIW YLX YNT YNZ YSQ YUS YVR YYA ZHA ZUH","2 2 1 1 1 1 1 3 1 1 1 1 1 1 4 8 1 1 1 2 1 1 7 1 1 1 1 7 5 1 1 1 2 1 8 1 1 4 1 2 1 1 2 8 5 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 4 1 1 1 1 1 1 5 4 3 6 5 1 5 4 1 1 1 9 1 2 2 5 2 1 3 4 1 1 1 2 1 6 1 7 1 1 1 1 1 2 1 1 3 6 2 1 8 2 5 2 3 2 5 1 2 1 1 1 1 1 6 6 1 1 4 6 1 2 2 2 1 1 1 1 2 1 1 1 1 4 7 6 2 4 3 1 5 8 1 1 1 1 1 2 3 8 1 3 7 1 1 7 1 1 6 8 4 1 1 1 1 7 3 1 5 2 2 5 10 1 2 1 2 2 1 1 2 1 4 1 5 1 1 5 2 1 1 1 7 4 1 2 1 1 5 3 1 6 3 1 1 1 1 2 5","59"
"TGC","2","KCH MKM","1 1","1"
"TGD","46","ADB ALA ATH AYT BCN BEG BER BRQ BSL BTS BUD BVA CDG CGN CRL CTA DTM ESB FCO FKB FMM FRA GDN HAM IST KRK KTW LGW LJU MMX MST MXP NQZ NTE ORY POZ PRG RUH RZE SAW STN VIE VNO WAW WRO ZRH","2 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 3 1 2 1 2 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 2 1","15"
"TGG","2","KUL SZB","3 1","3"
"TGI","1","LIM","1","1"
"TGJ","2","GEA LIF","1 1","1"
"TGM","11","BGY BSL BUD BVA CRL DTM FCO FMM HER LCA LTN","1 1 1 1 1 1 1 1 1 1 1","2"
"TGO","22","AXF BAV CKG DSN ERL HET HLD HLH NZH PEK PKX PVG RLK SJW SZX TNA TSN UCB WUA WUH XIL XIY","1 2 2 2 1 6 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","8"
"TGP","2","KCY THX","1 1","1"
"TGR","2","ALG BUJ","1 1","1"
"TGT","4","ARK DAR PMA ZNZ","1 1 3 2","3"
"TGU","4","LCE PEU RTB SAP","1 1 3 1","3"
"TGZ","8","CUN GDL MEX MID MTY NLU PBC TIJ","2 2 4 1 1 2 1 2","5"
"THD","8","BMV DAD DLI PQC SGN UIH VCA VCS","2 2 2 1 4 1 1 1","4"
"THE","9","BSB CGH CNF FOR GIG GRU REC SSA VCP","2 1 1 2 1 2 1 1 1","3"
"THG","1","BNE","1","1"
"THL","6","HEH KET LSH MDL MYT RGN","3 1 1 1 1 3","4"
"THN","3","ARN BMA SCR","1 1 1","1"
"THO","2","AEY VPN","1 1","1"
"THR","13","AFZ AZD BJB HDM JSK KHD KSH MHD OMH RAS SAR XBJ YES","1 2 2 1 1 1 1 1 1 1 1 2 1","11"
"THS","1","BKK","1","1"
"THU","4","CPH NAQ SFJ SVR","1 1 1 1","1"
"THX","4","IAA KJA TGP TJM","1 1 1 1","3"
"TIA","112","ADB AGP AHO AMM AMS AOI ARN ATH AYT BCN BEG BER BGY BHX BJV BLL BLQ BOD BRI BRQ BRU BSL BTS BUD BVA CDG CGN CIA CIY CPH CRL CTA DEB DTM DUB DUS DXB EDI EIN ESB FCO FKB FMM FRA GDN GOA GOT GVA HAM HEL HER HHN IST KRK KTW LCJ LGW LHR LIS LPL LTN LYS MAD MAN MLA MMX MRS MUC MXP NAP NCE NRN NTE NUE ORY OSL OTP PEG PMF PMI POZ PRG PSA PSR RDO RHO RIX RMI RMO RUH SAW SDR SOF SSH STN STR SUF TLL TLV TRF TRN TRS TSF VIE VLC VNO VRN WAW WMI WRO YYZ ZRH","1 1 2 1 2 1 2 3 2 2 1 1 2 1 1 1 2 1 2 1 1 1 3 3 2 1 2 1 1 2 2 2 1 1 1 1 1 1 2 1 2 2 2 1 3 2 1 1 1 2 2 1 1 2 5 1 1 1 1 1 1 2 2 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 4 3 2 2 1 1 1 1 1 1 2 1 1 1 1 2 1 2 3 1 2 2 2 2 1 1 2 2 1 4 1 2","39"
"TID","1","ALG","2","2"
"TIF","15","AHB CAI DMM DOH DXB GIZ HBE IST JED KWI MCT MED RUH SHJ SHW","1 5 3 1 1 1 1 1 1 2 3 1 3 1 1","15"
"TIH","5","BOB PPT RFP RGI XMH","1 1 1 1 1","1"
"TIJ","41","ACA AGU BJX CEN CJS CLQ CUL CUN CUU DGO GDL HMO LAP LMM LTO MEX MID MLM MTY MZT NLU OAX PBC PEK PHX PVG PVR PXM QRO SAN SJD SLP TAP TGZ TLC TPQ TRC UPN VER ZCL ZIH","1 1 2 1 1 1 3 2 1 1 3 3 2 1 1 3 1 2 2 2 5 2 2 1 1 1 2 1 3 1 2 1 1 2 1 1 1 1 2 1 1","11"
"TIM","15","CGK DJJ DPS EWE EWI KNG LUV MDC NBX SOC SOQ SUB UPG WMX YIA","2 3 2 1 1 1 1 1 1 1 2 1 4 1 1","10"
"TIN","4","ALG CBH CZL ORN","2 1 1 1","2"
"TIQ","1","SPN","1","1"
"TIR","8","BLR BOM DEL HYD RJA RQY VGA VTZ","1 1 2 3 1 1 1 1","4"
"TIU","1","WLG","1","1"
"TIV","44","AMS ARN BCN BEG BER BHX BNX BRQ BRS BRU CPH DUS DXB EVN FRA GVA GYD HEL INI IST KVO KWI LGW LHR LJU LTN LUX LYS MAD MAN MUC ORY OSL PRG RIX RMO STN STR TLL TLV VIE VNO WAW ZRH","1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 3 2 1 1 1 3 1 2 1 1","30"
"TIZ","1","POM","1","1"
"TJA","3","CBB LPB VVI","1 1 1","1"
"TJB","2","PKU SIQ","1 1","1"
"TJH","1","ITM","1","1"
"TJK","3","ADB IST SAW","1 1 1","3"
"TJM","53","AER BAX BVJ CEK CXR DWC DYU EVN EYK GDZ GYD HKT HMA HRI IKT IRM KGD KGP KJA KUF KZN LBD LED MCX MRV NBC NJC NOJ NSK NUX NYA NYM OMS OSS OVB OVS PEE SBT SGC SLY SSH STW SVO SVX TAS TLK TOF UFA URJ USMQ UWWW VKO VOG","7 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 3 4 1 3 6 2 2 1 2 1 1 3 1 2 1 1 2 1 1 1 2 2 3 1 4 1 1 3 1 2 1 1 1 4 2","16"
"TJQ","3","CGK PGK SIN","3 1 1","4"
"TJS","3","BPN LBW LPU","1 1 1","2"
"TJU","1","DME","1","2"
"TKD","1","ACC","2","2"
"TKE","1","JNU","1","1"
"TKF","1","SQL","1","1"
"TKG","3","BTH CGK KUL","1 6 2","8"
"TKJ","3","CKX CZN ORT","1 1 1","1"
"TKK","8","GUM HNL KSA KWA MAJ PNI ULI YAP","1 1 1 1 1 2 1 1","2"
"TKN","3","ASJ KOJ OKE","1 2 1","2"
"TKP","2","PPT TKX","1 1","1"
"TKQ","1","DAR","1","1"
"TKS","4","CTS FUK HND ICN","1 1 2 1","4"
"TKU","10","ARN CPH GDN LPA MHQ OTP RHO RIX TFS VNO","1 1 1 1 1 1 1 1 1 1","6"
"TKV","1","PPT","1","1"
"TKX","2","PPT TKP","1 1","1"
"TLA","3","KTS OME WAA","1 1 1","1"
"TLC","7","CUN GDL MID MTY PVR SJD TIJ","2 1 1 2 2 2 1","2"
"TLH","7","ATL CLT DCA DFW FLL MIA RDU","2 1 1 1 1 1 1","4"
"TLI","1","PLW","1","1"
"TLK","12","BTK IKT KJA KRR NOJ NUX OMS OVB SGC TJM UFA VKO","1 1 2 1 1 1 2 3 1 1 4 1","8"
"TLL","67","AGP AMS ARN ATH AYT BCN BER BHX BJV BLL BOJ BRU BUD CDG CFU CPH CTA DUB DUS EDI FAO FCO FNC FRA GDN GVA HAM HEL HER HRG HRI IST KDL KEF KRK KTT LBA LCA LGW LPA LTN MAN MLA MUC MXP NBE NCE ORY OSL PMI PRG RHO RIX SPU SSH STN SUF SZG TFS TIA TIV URE VCE VIE VNO WAW ZRH","1 1 2 1 6 2 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 3 1 1 1 1 3 2 1 1 1 2 2 1","23"
"TLM","7","ALG BRU CDG LIL LYS MRS ORY","1 1 1 1 2 2 2","5"
"TLN","12","AJA ALG BES BIA BOD FSC LCY LIL LUX NTE ORY RTM","1 2 1 1 1 1 1 2 1 1 1 1","6"
"TLQ","23","AAT ACF AKU BPL CSX CTU DSN FYN HTN IQM KCA KHG KMG KRY PKX QSZ RQA TCG TFU TWC XIY YIN ZHY","1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1","5"
"TLS","84","AGA AJA ALC ALG AMS ATH BES BGY BHX BIA BRI BRS BRU BSL BUD BVC CDG CFU CLY CMN CPH CRL DJE DSS DUB DZA EDI FAO FCO FEZ FLR FSC GVA HER IBZ IST JED KRK LGW LHR LIL LIS LPA LRT LUX LYS MAD MAH MAN MED MLA MUC MXP NAP NCE NDR NTE OLB OPO ORN ORY OSL OUD PFO PMI PMO PRG PSA RAK RBA RNS RUN SID STN SVQ SXB TFS TLV TNG TSF TUN VCE VLC YUL","2 1 1 2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 1 3 1 1 2 2 1 1 1 2 1 1 1 4 1 2 1 1 1 1 1 2 1 1 1 2 1 1 2","26"
"TLT","0","","","23"
"TLU","2","BOG EOH","1 2","2"
"TLV","117","ADD AER AGP AMS ATH ATL AUH BCN BEG BER BGY BKK BLQ BOJ BOS BRI BRU BSL BTS BUD BUS CAG CDG CFU CHQ CIT CLJ CPH CTA DBV DEB DEL DME DUS DXB EFL ETM EVN EWR EZE FCO FRA GVA GYD HAM HAN HER HKT IAD IAS IBZ ICN JFK JMK KGS KLX KRK KRR LAX LCA LED LGW LHR LIS LTN LYS MAD MIA MLA MRS MRV MSQ MUC MXP NAP NRT OPO ORD ORY OTP PDV PEK PFO PMO PRG PVK RHO RIX RMO RVN SEZ SGN SJJ SKD SKG SOF STN STR SZG SZX TAS TBS TIA TIV TLS VAR VCE VIE VNO VRN WAW YUL YYZ ZAG ZIA ZNZ ZRH","1 2 2 4 7 1 1 3 2 3 2 2 2 1 1 1 1 3 1 5 3 1 3 3 1 1 1 3 3 1 1 1 1 3 4 1 2 1 2 1 6 3 2 3 1 2 5 2 1 1 1 1 4 3 1 1 3 1 1 7 1 1 2 3 3 2 3 1 1 1 2 1 4 4 4 1 2 1 1 8 1 1 4 1 4 2 5 1 4 1 2 1 1 2 4 4 1 1 1 1 3 4 3 2 1 3 2 4 3 2 3 1 1 1 1 2 2","54"
"TMC","4","DPS KOE LOP SUB","3 2 1 1","3"
"TME","2","BOG RVE","1 1","1"
"TMH","4","BXD DJJ MKQ OKL","1 1 1 1","2"
"TMI","2","BIR KTM","1 6","6"
"TMJ","4","AER LED TAS VKO","1 2 2 2","5"
"TML","1","ACC","2","2"
"TMM","5","RUN SMS SVB TNR WMN","1 1 1 1 1","2"
"TMP","5","AGP CHQ KTT LPA RIX","1 1 1 1 1","2"
"TMR","9","ALG BMW ELG GHA INF INZ OGX ORN VVZ","2 1 1 1 1 2 1 1 1","2"
"TMS","6","ACC LBV LFW LIS NBJ PCP","1 2 1 2 1 2","5"
"TMT","6","JRT MAO MTE OBI ORX STM","1 1 1 1 1 2","2"
"TMU","2","SJO SYQ","2 1","3"
"TMW","2","BNE SYD","2 2","2"
"TMX","2","ALG ORN","1 1","1"
"TNA","79","BKK BZX CAN CGQ CIF CKG CSX CTU DLC DSN DYG ENH FOC GYS HAK HAN HET HKG HLD HMI HNY HRB HSN HUO HUZ HYN ICN INC JBK JHG JJN JMU JXA KHG KHN KIX KMG KOW KRL KUL KWE KWL LHW LJG LZO MFM MIG NDG NNG PVG SGN SHA SHE SHF SHS SIN SWA SYD SYX SZX TFU TGO URC UYN VTE WDS WEH WMT WNZ WUH WUS XIL XIY XMN XNN YCU YIH YNT ZUH","1 1 5 6 2 4 7 2 3 1 1 1 5 1 5 1 2 1 1 1 1 6 1 1 1 1 1 2 1 4 3 1 1 2 3 1 6 1 1 1 3 2 3 2 1 1 1 1 3 1 1 2 4 1 1 1 5 1 4 7 7 1 4 1 1 1 1 1 2 2 1 1 2 2 2 1 1 1 2","27"
"TNC","3","KTS OME TLA","1 1 1","1"
"TNE","3","FUK ITM KOJ","1 1 1","2"
"TNG","49","AGA AGP AHU AMS ANR BCN BEM BGY BIO BOD BRU BSL BVA CAI CCF CDG CGN CMN CPH CRL EIN FKB FMM GRO GVA IST LGW LIS LPA LYS MAD MAN MPL MRS NDR NRN NTE OPO ORY OSL OUD RAK RTM SAW SSH STN SVQ TLS VLC","2 1 1 2 1 4 1 1 1 1 4 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2 2 1 2 4 1 1 1 1 1 1 1 3 1 1 1 3 1 1 1 1 1 1","18"
"TNH","7","CAN DLC HGH PEK PVG TSN YNT","1 1 1 1 1 1 1","3"
"TNJ","3","CGK LMU SIQ","2 1 1","3"
