"iata","icao","latitude","longitude","name","wikipedia_url","outdegree","outdegree_cargo","number_airlines","number_airlines_cargo"
"DZH","ZUDA","31.040000","107.440000","","https://en.wikipedia.org/wiki/Dazhou_Jinya_Airport","21","0","11","0"
"DZN","UAKD","47.708889","67.739167","","https://en.wikipedia.org/wiki/Zhezkazgan_Airport","5","0","3","0"
"EAA","PAEG","64.778056","-141.149722","","https://en.wikipedia.org/wiki/Eagle_Airport","1","0","1","0"
"EAL","","9.320556","166.845556","","https://en.wikipedia.org/wiki/Elenak_Airport","4","0","1","0"
"EAM","OENG","17.611389","44.419167","","https://en.wikipedia.org/wiki/Najran_Regional_Airport","4","0","4","0"
"EAR","KEAR","40.726944","-99.006667","","https://en.wikipedia.org/wiki/Kearney_Regional_Airport","2","1","1","2"
"EAS","LESO","43.356389","-1.790556","","https://en.wikipedia.org/wiki/San_Sebastián_Airport","12","0","5","0"
"EAT","KEAT","47.398056","-120.205833","","https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport","2","3","1","2"
"EAU","KEAU","44.865833","-91.484167","","https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport","3","0","2","0"
"EBA","LIRJ","42.760278","10.239444","","https://en.wikipedia.org/wiki/Marina_di_Campo_Airport","7","0","3","0"
"EBB","HUEN","0.044722","32.443056","","https://en.wikipedia.org/wiki/Entebbe_International_Airport","26","9","19","7"
"EBD","HSOB","13.153056","30.232500","","https://en.wikipedia.org/wiki/El_Obeid_Airport","1","0","1","0"
"EBH","DAOY","33.720833","1.091389","","https://en.wikipedia.org/wiki/El_Bayadh_Airport","3","0","1","0"
"EBJ","EKEB","55.525833","8.553333","","https://en.wikipedia.org/wiki/Esbjerg_Airport","3","0","2","0"
"EBL","ORER","36.237500","43.963056","","https://en.wikipedia.org/wiki/Erbil_International_Airport","35","2","19","2"
"EBO","","4.598889","168.753056","","https://en.wikipedia.org/wiki/Ebon_Airport","2","0","1","0"
"EBU","LFMH","45.540556","4.296389","","https://en.wikipedia.org/wiki/Saint-Étienne–Bouthéon_Airport","1","0","1","0"
"ECN","LCEN","35.159722","33.500000","","https://en.wikipedia.org/wiki/Ercan_International_Airport","10","0","4","0"
"ECP","KECP","30.358333","-85.795556","","https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport","21","2","7","3"
"EDI","EGPH","55.950000","-3.372500","","https://en.wikipedia.org/wiki/Edinburgh_Airport","167","3","38","3"
"EDL","HKEL","0.404444","35.238889","","https://en.wikipedia.org/wiki/Eldoret_International_Airport","4","2","2","3"
"EDO","LTFD","39.554444","27.013611","","https://en.wikipedia.org/wiki/Balıkesir_Koca_Seyit_Airport","7","0","5","0"
"EDR","YPMP","-14.896667","141.609444","","https://en.wikipedia.org/wiki/Edward_River_Airport","2","0","1","0"
"","EDXP","53.706583","7.820000","","https://en.wikipedia.org/wiki/Harle_Airfield","1","0","1","0"
"EEA","SNCP","-27.634167","-50.358333","","https://en.wikipedia.org/wiki/Planalto_Serrano_Regional_Airport","1","0","1","0"
"EEK","PAEE","60.213611","-162.043889","","https://en.wikipedia.org/wiki/Eek_Airport","2","0","2","0"
"","EERU","57.783889","23.266111","","https://en.wikipedia.org/wiki/Ruhnu_Airfield","2","0","1","0"
"EFL","LGKF","38.120000","20.500278","","https://en.wikipedia.org/wiki/Kefalonia_International_Airport","41","0","23","0"
"EGC","LFBE","44.824444","0.520556","","https://en.wikipedia.org/wiki/Bergerac_Dordogne_Périgord_Airport","11","0","4","0"
"EGE","KEGE","39.642500","-106.917778","","https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport","16","0","7","0"
"EGM","AGGS","-8.578333","157.875278","","https://en.wikipedia.org/wiki/Seghe_Airport","3","0","1","0"
"EGN","HSGN","13.483333","22.466667","","https://en.wikipedia.org/wiki/Geneina_Airport","1","0","2","0"
"EGO","UUOB","50.643333","36.590000","","https://en.wikipedia.org/wiki/Belgorod_International_Airport","16","0","12","0"
"EGS","BIEG","65.283333","-14.401389","","https://en.wikipedia.org/wiki/Egilsstaðir_Airport","1","0","1","0"
"EGX","PAII","58.185556","-157.375556","","https://en.wikipedia.org/wiki/Egegik_Airport","3","0","1","0"
"EHU","ZHEC","30.342856","115.029611","","https://en.wikipedia.org/wiki/Ezhou_Huahu_International_Airport","6","19","3","6"
"EIN","EHEH","51.450000","5.374444","","https://en.wikipedia.org/wiki/Eindhoven_Airport","59","0","7","0"
"EIS","TUPJ","18.445556","-64.543056","","https://en.wikipedia.org/wiki/Terrance_B._Lettsome_International_Airport","6","0","5","0"
"EJA","SKEJ","7.024444","-73.806944","","https://en.wikipedia.org/wiki/Yariguíes_Airport","1","0","2","0"
"EJH","OEWJ","26.198333","36.476111","","https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport","2","0","1","0"
"EJT","","6.040278","171.984444","","https://en.wikipedia.org/wiki/Enejit_Airport","1","0","1","0"
"EKO","KEKO","40.825000","-115.791667","","https://en.wikipedia.org/wiki/Elko_Regional_Airport","1","0","1","0"
"EKS","UHSK","49.191944","142.081667","","https://en.wikipedia.org/wiki/Shakhtyorsk_Airport","2","0","1","0"
"ELC","YELD","-12.020000","135.570000","","https://en.wikipedia.org/wiki/Elcho_Island_Airport","3","0","4","0"
"ELE","","8.106944","-77.726389","","https://en.wikipedia.org/wiki/El_Real_Airport","0","0","0","0"
"ELF","HSFS","13.614722","25.324444","","https://en.wikipedia.org/wiki/El_Fasher_Airport","2","0","3","0"
"ELG","DAUE","30.577500","2.864167","","https://en.wikipedia.org/wiki/El_Golea_Airport","3","0","1","0"
"ELH","MYEH","25.475000","-76.683611","","https://en.wikipedia.org/wiki/North_Eleuthera_Airport","7","0","5","0"
"ELI","PFEL","64.615000","-162.270556","","https://en.wikipedia.org/wiki/Elim_Airport","2","0","1","0"
"ELM","KELM","42.160000","-76.891667","","https://en.wikipedia.org/wiki/Elmira_Corning_Regional_Airport","6","0","2","0"
"ELP","KELP","31.807222","-106.377500","","https://en.wikipedia.org/wiki/El_Paso_International_Airport","12","0","6","0"
"ELQ","OEGS","26.302778","43.773889","","https://en.wikipedia.org/wiki/Prince_Naif_bin_Abdulaziz_International_Airport","21","0","16","0"
"ELS","FAEL","-33.035000","27.821389","","https://en.wikipedia.org/wiki/East_London_Airport","4","1","3","1"
"ELU","DAUO","33.512778","6.782500","","https://en.wikipedia.org/wiki/Guemar_Airport","3","0","2","0"
"ELV","PAEL","58.195278","-136.347500","","https://en.wikipedia.org/wiki/Elfin_Cove_Seaplane_Base","1","0","1","0"
"EMA","EGNX","52.833333","-1.333333","","https://en.wikipedia.org/wiki/East_Midlands_Airport","67","35","5","12"
"EMD","YEML","-23.567500","148.179167","","https://en.wikipedia.org/wiki/Emerald_Airport","2","0","3","0"
"EME","EDWE","53.391111","7.227500","","https://en.wikipedia.org/wiki/Emden_Airport","2","0","1","0"
"EMK","PAEM","62.786111","-164.490833","","https://en.wikipedia.org/wiki/Emmonak_Airport","5","0","1","0"
"EMN","GQNI","16.621944","-7.316389","","https://en.wikipedia.org/wiki/Néma_Airport","1","0","1","0"
"ENA","PAEN","60.573333","-151.244722","","https://en.wikipedia.org/wiki/Kenai_Municipal_Airport","1","0","2","0"
"ENE","WATE","-8.849167","121.660556","","https://en.wikipedia.org/wiki/H._Hasan_Aroeboesman_Airport","3","0","1","0"
"ENG","WIGE","-5.305361","102.189056","","https://en.wikipedia.org/wiki/Enggano_Airport","1","0","1","0"
"ENH","ZHES","30.320278","109.485000","","https://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport","30","0","11","0"
"ENI","","11.201944","119.416944","","https://en.wikipedia.org/wiki/El_Nido_Airport","5","0","1","0"
"ENO","SGEN","-27.227000","-55.837300","","https://en.wikipedia.org/wiki/Teniente_Amin_Ayub_Gonzalez_Airport","0","0","0","0"
"","ENSA","77.896944","16.725000","","https://en.wikipedia.org/wiki/Svea_Airport","1","0","1","0"
"ENT","PKMA","11.340833","162.327833","","https://en.wikipedia.org/wiki/Enewetak_Auxiliary_Airfield","1","0","1","0"
"ENU","DNEN","6.473889","7.561111","","https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport","3","0","6","0"
"","ENVR","67.654444","12.726944","","https://en.wikipedia.org/wiki/Værøy_Heliport","1","0","1","0"
"ENY","ZLYA","36.476389","109.465278","","https://en.wikipedia.org/wiki/Yan'an_Nanniwan_Airport","21","0","8","0"
"EOH","SKMD","6.219722","-75.590278","","https://en.wikipedia.org/wiki/Enrique_Olaya_Herrera_Airport","27","0","3","0"
"EOI","EGED","59.190556","-2.772222","","https://en.wikipedia.org/wiki/Eday_Airport","2","0","1","0"
"EPR","YESP","-33.683056","121.825000","","https://en.wikipedia.org/wiki/Esperance_Airport","1","0","1","0"
"EPU","EEPU","58.418889","24.472778","","https://en.wikipedia.org/wiki/Pärnu_Airport","2","0","1","0"
"EQS","SAVE","-42.906722","-71.146667","","https://en.wikipedia.org/wiki/Esquel_Airport","2","0","1","0"
"ERC","LTCD","39.710000","39.526944","","https://en.wikipedia.org/wiki/Erzincan_Airport","3","0","3","0"
"ERF","EDDE","50.979722","10.958056","","https://en.wikipedia.org/wiki/Erfurt-Weimar_Airport","6","0","11","0"
"ERH","GMFK","31.947500","-4.398333","","https://en.wikipedia.org/wiki/Moulay_Ali_Cherif_Airport","4","0","3","0"
"ERI","KERI","42.083056","-80.181944","","https://en.wikipedia.org/wiki/Erie_International_Airport","4","0","2","0"
"ERL","ZBER","43.426667","112.098333","","https://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport","5","0","3","0"
"ERZ","LTCE","39.955278","41.169167","","https://en.wikipedia.org/wiki/Erzurum_Airport","7","0","4","0"
"ESB","LTAC","40.128056","32.995000","","https://en.wikipedia.org/wiki/Ankara_Esenboğa_Airport","94","0","22","0"
"ESC","KESC","45.722778","-87.093611","","https://en.wikipedia.org/wiki/Delta_County_Airport","2","0","1","0"
"ESD","KORS","48.708056","-122.910556","","https://en.wikipedia.org/wiki/Orcas_Island_Airport","7","0","2","0"
"ESE","MMES","31.795278","-116.602500","","https://en.wikipedia.org/wiki/Ensenada_Airport","2","0","1","0"
"ESL","URWI","46.373889","44.330833","","https://en.wikipedia.org/wiki/Elista_Airport","4","0","2","0"
"ESU","GMMI","31.397500","-9.681667","","https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport","13","0","5","0"
"ETM","LLER","29.727009","35.014116","","https://en.wikipedia.org/wiki/Ramon_Airport","3","0","3","0"
"ETR","SERO","-3.435278","-79.977778","","https://en.wikipedia.org/wiki/Santa_Rosa_International_Airport","1","0","1","0"
"ETZ","LFJL","48.978333","6.246667","","https://en.wikipedia.org/wiki/Metz–Nancy–Lorraine_Airport","5","0","3","0"
"EUA","NFTE","-21.377222","-174.957778","","https://en.wikipedia.org/wiki/ʻEua_Airport","1","0","1","0"
"EUG","KEUG","44.123056","-123.218611","","https://en.wikipedia.org/wiki/Eugene_Airport","15","0","8","0"
"EUN","GMML","27.151667","-13.219167","","https://en.wikipedia.org/wiki/Hassan_I_Airport","6","0","2","0"
"EUX","TNCE","17.496389","-62.979444","","https://en.wikipedia.org/wiki/F.D._Roosevelt_Airport","10","0","4","0"
"EVE","ENEV","68.488889","16.678333","","https://en.wikipedia.org/wiki/Harstad/Narvik_Airport,_Evenes","17","4","9","3"
"EVG","ESND","62.047778","14.422778","","https://en.wikipedia.org/wiki/Sveg_Airport","2","0","1","0"
"EVN","UDYZ","40.147222","44.395833","","https://en.wikipedia.org/wiki/Zvartnots_International_Airport","91","5","44","4"
"EVV","KEVV","38.038333","-87.530833","","https://en.wikipedia.org/wiki/Evansville_Regional_Airport","8","0","4","0"
"EWB","KEWB","41.676111","-70.956944","","https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport","2","0","1","0"
"EWE","WAKG","-5.492559","138.085491","","https://en.wikipedia.org/wiki/Ewer_Airport","2","0","3","0"
"EWI","WAYE","-3.925833","136.378056","","https://en.wikipedia.org/wiki/Enarotali_Airport","0","0","0","0"
"EWN","KEWN","35.073056","-77.043056","","https://en.wikipedia.org/wiki/Coastal_Carolina_Regional_Airport","3","0","2","0"
"EWR","KEWR","40.692500","-74.168611","","https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport","202","16","42","6"
"EXI","","58.420556","-135.449167","","https://en.wikipedia.org/wiki/Excursion_Inlet_Seaplane_Base","1","0","2","0"
"EXT","EGTE","50.734444","-3.413889","","https://en.wikipedia.org/wiki/Exeter_Airport","25","0","7","0"
"EYK","USHQ","63.683056","66.683056","","https://en.wikipedia.org/wiki/Beloyarsk_Airport","8","0","2","0"
"EYP","SKYP","5.319444","-72.383889","","https://en.wikipedia.org/wiki/El_Alcaraván_Airport","4","0","6","0"
"EYW","KEYW","24.556111","-81.759444","","https://en.wikipedia.org/wiki/Key_West_International_Airport","24","1","10","1"
"EZE","SAEZ","-34.822222","-58.535833","","https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport","56","0","35","0"
"EZS","LTCA","38.606667","39.291389","","https://en.wikipedia.org/wiki/Elazığ_Airport","10","0","4","0"
"FAE","EKVG","62.063611","-7.277222","","https://en.wikipedia.org/wiki/Vágar_Airport","22","3","5","1"
"FAI","PAFA","64.815000","-147.856389","","https://en.wikipedia.org/wiki/Fairbanks_International_Airport","35","3","7","2"
"FAO","LPFR","37.014444","-7.965833","","https://en.wikipedia.org/wiki/Faro_Airport","93","0","36","0"
"FAR","KFAR","46.920556","-96.815556","","https://en.wikipedia.org/wiki/Hector_International_Airport","11","11","7","5"
"FAT","KFAT","36.776667","-119.718889","","https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport","15","10","10","3"
"FAV","NTGF","-16.054167","-145.656944","","https://en.wikipedia.org/wiki/Fakarava_Airport","3","0","2","0"
"FAY","KFAY","34.991111","-78.880278","","https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport","6","0","6","0"
"FBM","FZQA","-11.591333","27.530978","","https://en.wikipedia.org/wiki/Lubumbashi_International_Airport","14","0","11","0"
"FBS","","48.537222","-123.009722","","https://en.wikipedia.org/wiki/Friday_Harbor_Seaplane_Base","2","0","1","0"
"FCA","KGPI","48.310556","-114.256111","","https://en.wikipedia.org/wiki/Glacier_Park_International_Airport","17","0","9","0"
"CIV","ETMN","53.767778","8.660000","","https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase","1","0","1","0"
"FCO","LIRF","41.800278","12.238889","","https://en.wikipedia.org/wiki/Rome_Fiumicino_Airport","238","0","94","0"
"FDE","ENBL","61.391111","5.756944","","https://en.wikipedia.org/wiki/Førde_Airport,_Bringeland","1","0","1","0"
"FDF","TFFF","14.592222","-60.996389","","https://en.wikipedia.org/wiki/Martinique_Aimé_Césaire_International_Airport","21","0","12","0"
"FDH","EDNY","47.671389","9.511389","","https://en.wikipedia.org/wiki/Friedrichshafen_Airport","18","0","13","0"
"FDU","FZBO","-3.311111","17.381667","","https://en.wikipedia.org/wiki/Bandundu_Airport","1","0","1","0"
"FEG","UZFF","40.358889","71.745000","","https://en.wikipedia.org/wiki/Fergana_International_Airport","14","0","8","0"
"FEN","SBFN","-3.854722","-32.428333","","https://en.wikipedia.org/wiki/Fernando_de_Noronha_Airport","2","0","3","0"
"FEZ","GMFF","33.927222","-4.978056","","https://en.wikipedia.org/wiki/Fès–Saïs_Airport","36","0","8","0"
"FGI","NSFI","-13.848333","-171.741667","","https://en.wikipedia.org/wiki/Fagali'i_Airport","1","0","1","0"
"FGU","NTGB","-15.819722","-140.886944","","https://en.wikipedia.org/wiki/Fangatau_Airport","2","0","1","0"
"FIE","EGEF","59.534722","-1.628611","","https://en.wikipedia.org/wiki/Fair_Isle_Airport","1","0","1","0"
"FIH","FZAA","-4.387222","15.442222","","https://en.wikipedia.org/wiki/N'djili_Airport","21","4","19","3"
"FIN","AYFI","-6.622292","147.854114","","https://en.wikipedia.org/wiki/Finschhafen_Airport","0","0","0","0"
"FIZ","YFTZ","-18.180833","125.560833","","https://en.wikipedia.org/wiki/Fitzroy_Crossing_Airport","2","0","1","0"
"FJR","OMFJ","25.112222","56.324167","","https://en.wikipedia.org/wiki/Fujairah_International_Airport","4","0","2","0"
"FKB","EDSB","48.779444","8.080556","","https://en.wikipedia.org/wiki/Karlsruhe/Baden-Baden_Airport","46","0","6","0"
"FKI","FZIC","0.481667","25.338056","","https://en.wikipedia.org/wiki/Bangoka_International_Airport","3","0","2","0"
"FKQ","WASF","-2.928611","132.088611","","https://en.wikipedia.org/wiki/Siboru_Airport","6","0","4","0"
"FKS","RJSF","37.227500","140.428056","","https://en.wikipedia.org/wiki/Fukushima_Airport","3","0","3","0"
"FLA","SKFL","1.588889","-75.563889","","https://en.wikipedia.org/wiki/Gustavo_Artunduaga_Paredes_Airport","4","0","1","0"
"FLG","KFLG","35.137778","-111.674444","","https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport","2","0","2","0"
"FLL","KFLL","26.072500","-80.152778","","https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport","147","13","26","3"
"FLN","SBFL","-27.670278","-48.552500","","https://en.wikipedia.org/wiki/Hercílio_Luz_International_Airport","21","3","12","2"
"FLO","KFLO","34.185278","-79.723889","","https://en.wikipedia.org/wiki/Florence_Regional_Airport","1","0","1","0"
"FLR","LIRQ","43.810000","11.203889","","https://en.wikipedia.org/wiki/Florence_Airport","46","0","22","0"
"FLS","YFLI","-40.091389","147.992778","","https://en.wikipedia.org/wiki/Flinders_Island_Airport","3","0","1","0"
"FLW","LPFL","39.458056","-31.132222","","https://en.wikipedia.org/wiki/Flores_Airport","4","0","1","0"
"FLZ","WIMS","1.555833","98.888889","","https://en.wikipedia.org/wiki/Ferdinand_Lumban_Tobing_Airport","3","0","2","0"
"FMA","SARF","-26.212500","-58.227778","","https://en.wikipedia.org/wiki/Formosa_International_Airport","1","0","1","0"
"FMI","FZRF","-5.875000","29.250000","","https://en.wikipedia.org/wiki/Kalemie_Airport","7","0","2","0"
"FMM","EDJA","47.992500","10.243611","","https://en.wikipedia.org/wiki/Memmingen_Airport","62","0","8","0"
"FMN","KFMN","36.741111","-108.230000","","https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport","1","1","1","1"
"FMO","EDDG","52.136111","7.685833","","https://en.wikipedia.org/wiki/Münster_Osnabrück_Airport","16","0","15","0"
"FNA","GFLL","8.616444","-13.195489","","https://en.wikipedia.org/wiki/Freetown_International_Airport","14","0","9","0"
"FNC","LPMA","32.694167","-16.778056","","https://en.wikipedia.org/wiki/Madeira_Airport","45","1","21","1"
"FNI","LFTW","43.757500","4.416389","","https://en.wikipedia.org/wiki/Nîmes–Alès–Camargue–Cévennes_Airport","5","0","1","0"
"FNJ","ZKPY","39.223889","125.670000","","https://en.wikipedia.org/wiki/Pyongyang_International_Airport","8","0","3","0"
"FNR","PANR","58.254444","-134.897778","","https://en.wikipedia.org/wiki/Funter_Bay_Seaplane_Base","0","0","0","0"
"FNT","KFNT","42.965556","-83.743333","","https://en.wikipedia.org/wiki/Bishop_International_Airport","12","4","3","2"
"FOA","EGFO","60.121667","-2.053333","","https://en.wikipedia.org/wiki/Foula_Airfield","1","0","1","0"
"FOC","ZSFZ","25.935000","119.663333","","https://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport","96","3","32","1"
"FOD","KFOD","42.551111","-94.191944","","https://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport","1","0","1","0"
"FOG","LIBF","41.432778","15.535000","","https://en.wikipedia.org/wiki/Foggia_Gino_Lisa_Airport","6","0","2","0"
"FON","MRAN","10.469444","-84.578889","","https://en.wikipedia.org/wiki/La_Fortuna_Arenal_Airport","4","0","2","0"
"FOO","WABF","-0.936389","134.871944","","https://en.wikipedia.org/wiki/Kornasoren_Airport","2","0","1","0"
"FOR","SBFZ","-3.775833","-38.532222","","https://en.wikipedia.org/wiki/Fortaleza_Airport","32","1","6","2"
"FPO","MYGF","26.558611","-78.695556","","https://en.wikipedia.org/wiki/Grand_Bahama_International_Airport","9","0","5","0"
"FRA","EDDF","50.033333","8.570556","","https://en.wikipedia.org/wiki/Frankfurt_Airport","300","80","85","22"
"FRC","SIMK","-20.592222","-47.383056","","https://en.wikipedia.org/wiki/Franca_Airport","1","0","1","0"
"FRD","KFHR","48.521944","-123.024444","","https://en.wikipedia.org/wiki/Friday_Harbor_Airport","7","1","2","1"
"FRE","AGGF","-8.107222","159.577500","","https://en.wikipedia.org/wiki/Fera_Airport","2","0","1","0"
"FRL","LIPK","44.195000","12.070278","","https://en.wikipedia.org/wiki/Forlì_Airport","3","0","1","0"
"FRO","ENFL","61.583611","5.024722","","https://en.wikipedia.org/wiki/Florø_Airport","2","0","1","0"
"FRS","MGMM","16.913889","-89.866389","","https://en.wikipedia.org/wiki/Mundo_Maya_International_Airport","1","0","2","0"
"FRW","FBPM","-21.159722","27.475000","","https://en.wikipedia.org/wiki/Francistown_Airport","2","0","1","0"
"FSC","LFKF","41.502222","9.096667","","https://en.wikipedia.org/wiki/Figari–Sud_Corse_Airport","23","0","10","0"
"FSD","KFSD","43.581944","-96.741944","","https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport","13","9","8","4"
"FSH","WIMI","2.269444","97.968056","","https://en.wikipedia.org/wiki/Syekh_Hamzah_Fansyuri_Airport","1","0","1","0"
"FSM","KFSM","35.336667","-94.367500","","https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport","1","0","1","0"
"FSP","LFVP","46.763056","-56.174167","","https://en.wikipedia.org/wiki/Saint-Pierre_Pointe-Blanche_Airport","6","0","1","0"
"FSZ","RJNS","34.796111","138.189444","","https://en.wikipedia.org/wiki/Shizuoka_Airport","8","0","5","0"
"FTE","SAWC","-50.280278","-72.053333","","https://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport","10","0","6","0"
"FTI","NSFQ","-14.216111","-169.423611","","https://en.wikipedia.org/wiki/Fitiuta_Airport","1","0","1","0"
"FTW","KFTW","32.819778","-97.362444","","https://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport","10","0","5","0"
"FTY","KFTY","33.779167","-84.521389","","https://en.wikipedia.org/wiki/Fulton_County_Airport_(Georgia)","0","0","0","0"
"FUE","GCFV","28.452778","-13.863889","","https://en.wikipedia.org/wiki/Fuerteventura_Airport","70","0","32","0"
"FUG","ZSFY","32.881944","115.734444","","https://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport","15","0","8","0"
"FUJ","RJFE","32.666389","128.832778","","https://en.wikipedia.org/wiki/Fukue_Airport","2","0","2","0"
"FUK","RJFF","33.584444","130.451667","","https://en.wikipedia.org/wiki/Fukuoka_Airport","48","0","46","0"
"FUN","NGFU","-8.525000","179.196389","","https://en.wikipedia.org/wiki/Funafuti_International_Airport","2","0","1","0"
"FUO","ZGFS","23.082500","113.070833","","https://en.wikipedia.org/wiki/Foshan_Shadi_Airport","14","0","1","0"
"FVM","VRMR","-0.309444","73.432500","","https://en.wikipedia.org/wiki/Fuvahmulah_Airport","0","0","14","0"
"FWA","KFWA","40.978333","-85.195278","","https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport","14","0","4","0"
"FXE","KFXE","26.1972999573","-80.1707000732","","https://en.wikipedia.org/wiki/Fort_Lauderdale_Executive_Airport","2","0","1","0"
"FYJ","ZYFY","48.199494","134.366447","","https://en.wikipedia.org/wiki/Fuyuan_Dongji_Airport","5","0","2","0"
"FYN","ZWFY","46.801111","89.538333","","https://en.wikipedia.org/wiki/Fuyun_Koktokay_Airport","5","0","3","0"
"FYU","PFYU","66.572500","-145.246389","","https://en.wikipedia.org/wiki/Fort_Yukon_Airport","5","0","2","0"
"","FZBS","-3.237500","18.133333","","https://en.wikipedia.org/wiki/Semendua_Airport","0","0","0","0"
"","FZCD","-4.425000","18.426389","","https://en.wikipedia.org/wiki/Vanga_Airport","0","0","0","0"
"FZL","UBBF","39.594400","47.196600","","https://en.wikipedia.org/wiki/Fuzuli_International_Airport","1","0","1","0"
"","FZNI","-0.741389","29.624444","","https://en.wikipedia.org/wiki/Ishasha_Airport","0","0","8","0"
"GAJ","RJSC","38.411944","140.371111","","https://en.wikipedia.org/wiki/Yamagata_Airport","4","0","3","0"
"GAL","PAGA","64.736111","-156.937500","","https://en.wikipedia.org/wiki/Edward_G._Pitka_Sr._Airport","6","0","2","0"
"GAM","PAGM","63.766667","-171.732778","","https://en.wikipedia.org/wiki/Gambell_Airport","2","0","1","0"
"GAN","VRMG","-0.693333","73.155556","","https://en.wikipedia.org/wiki/Gan_International_Airport","5","0","2","0"
"GAQ","GAGO","16.248333","0.005556","","https://en.wikipedia.org/wiki/Gao_International_Airport","2","0","1","0"
"GAU","VEGT","26.106111","91.585833","","https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport","10","0","4","0"
"GAY","VEGY","24.744444","84.951111","","https://en.wikipedia.org/wiki/Gaya_Airport","7","0","8","0"
"GBE","FBSK","-24.555278","25.918333","","https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport","10","0","4","0"
"GBJ","TFFM","15.868611","-61.272222","","https://en.wikipedia.org/wiki/Marie-Galante_Airport","1","0","1","0"
"GBL","YGBI","-11.650000","133.381667","","https://en.wikipedia.org/wiki/South_Goulburn_Island_Airport","2","0","1","0"
"GBT","OING","36.909389","54.401333","","https://en.wikipedia.org/wiki/Gorgan_Airport","9","0","8","0"
"GBZ","NZGB","-36.241389","175.471944","","https://en.wikipedia.org/wiki/Great_Barrier_Aerodrome","6","0","3","0"
"GCC","KGCC","44.348889","-105.539444","","https://en.wikipedia.org/wiki/Gillette–Campbell_County_Airport","0","0","0","0"
"GCI","EGJB","49.434722","-2.601944","","https://en.wikipedia.org/wiki/Guernsey_Airport","20","0","3","0"
"GCK","KGCK","37.927500","-100.724444","","https://en.wikipedia.org/wiki/Garden_City_Regional_Airport","1","1","1","1"
"GCM","MWCR","19.292500","-81.359167","","https://en.wikipedia.org/wiki/Owen_Roberts_International_Airport","32","1","13","2"
"GDB","VAGD","21.522000","80.288000","","https://en.wikipedia.org/wiki/Gondia_Airport","3","0","2","0"
"GDE","HAGO","5.935278","43.578611","","https://en.wikipedia.org/wiki/Gode_Airport","3","0","1","0"
"GDL","MMGL","20.521667","-103.311111","","https://en.wikipedia.org/wiki/Guadalajara_International_Airport","72","0","17","0"
"GDN","EPGD","54.377500","18.466111","","https://en.wikipedia.org/wiki/Gdańsk_Lech_Wałęsa_Airport","89","5","16","3"
"GDQ","HAGN","12.519722","37.433889","","https://en.wikipedia.org/wiki/Gondar_Airport","3","0","1","0"
"GDT","MBGT","21.444444","-71.142222","","https://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport","3","0","2","0"
"GDV","KGDV","47.138611","-104.807222","","https://en.wikipedia.org/wiki/Dawson_Community_Airport","1","0","1","0"
"GDX","UHMM","59.911111","150.720556","","https://en.wikipedia.org/wiki/Magadan_Airport","15","0","6","0"
"GDZ","URKG","44.572500","38.009444","","https://en.wikipedia.org/wiki/Gelendzhik_Airport","11","0","7","0"
"GEA","NWWM","-22.258333","166.472778","","https://en.wikipedia.org/wiki/Nouméa_Magenta_Airport","4","0","1","0"
"GEB","WAMJ","-0.079737","129.457881","","https://en.wikipedia.org/wiki/Gebe_Airport","0","0","0","0"
"GEG","KGEG","47.620000","-117.533889","","https://en.wikipedia.org/wiki/Spokane_International_Airport","24","1","9","1"
"GEL","SBNM","-28.281667","-54.168333","","https://en.wikipedia.org/wiki/Santo_Ângelo_Airport","1","0","1","0"
"GEM","FGMY","1.690000","11.023889","","https://en.wikipedia.org/wiki/President_Obiang_Nguema_International_Airport","1","0","1","0"
