"origin","nb_outlinks","outlinks","weights","nb_airlines"
"COO","0","","","0"
"COR","0","","","0"
"COS","0","","","0"
"COU","0","","","0"
"COV","0","","","0"
"CPB","0","","","0"
"CPC","0","","","0"
"CPD","0","","","0"
"CPE","0","","","0"
"CPH","12","ADD ATL CDG DWC IAH KRS LAX LCK LGG MEX ORD VCP","1 1 1 1 1 1 1 1 2 1 1 1","5"
"CPO","0","","","0"
"CPR","5","BFF BOI HDN MEM RKS","1 1 1 1 1","2"
"CPT","3","HLA JNB PLZ","1 1 1","1"
"CPV","0","","","0"
"CPW9","0","","","0"
"CPX","0","","","0"
"CQD","0","","","0"
"CQW","0","","","0"
"CRA","0","","","0"
"CRC","0","","","0"
"CRD","0","","","0"
"CRI","0","","","0"
"CRK","13","CAN CGO FOC HAK HKG ICN JJN KIX NNG SIN SZX YIW ZUH","1 1 1 1 1 1 1 1 1 1 1 1 1","7"
"CRL","0","","","0"
"CRM","0","","","0"
"CRP","2","MAF SAT","1 1","1"
"CRU","0","","","0"
"CRV","0","","","0"
"CRW","1","SDF","1","1"
"CRZ","2","HKG TAS","1 1","4"
"CSA","0","","","0"
"CSG","1","MEM","1","1"
"CSH","0","","","0"
"CSK","0","","","0"
"CSW","0","","","0"
"CSX","2","BEG KIX","1 1","2"
"CSY","0","","","0"
"CTA","0","","","0"
"CTC","0","","","0"
"CTD","0","","","0"
"CTG","0","","","0"
"CTL","0","","","0"
"CTM","0","","","0"
"CTN","0","","","0"
"CTS","2","ICN NRT","1 1","2"
"CTU","22","ALA AMS ANC ARN BOM BRU BUD DAC DEL FRA HEL HGH ICN LGG MAA MLE PRG PVG SIN SVO TBS TLV","1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1","6"
"CUA","0","","","0"
"CUC","0","","","0"
"CUE","0","","","0"
"CUF","0","","","0"
"CUK","0","","","0"
"CUL","2","SLP TIJ","1 1","1"
"CUM","0","","","0"
"CUN","0","","","0"
"CUQ","0","","","0"
"CUR","0","","","0"
"CUU","0","","","0"
"CUY","0","","","0"
"CUZ","0","","","0"
"CVG","84","ABE ABQ AFW ANC ATL AUS BAH BDL BKK BOG BOI BOS BRU BWI CAK CID DEN DFW ELP EMA EWR FRA GDL GSO GYD HKG HNL HRL IAH ICN JFK KHFY LAL LAX LEJ LHR LUX MCI MCO MEM MHR MHT MIA MKE MSP MSY MTY MXP NGO NLU NRT OMA ONT ORD PDX PHL PHX PTY PVG QRO RFD RIC ROC SAN SAP SAT SBD SCK SEA SFO SIN SJO SJU SLC STL SYD TPA TUL YEG YHM YMX YVR YWG YYC","1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 3 2 1 1 2 2 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1","6"
"CVM","0","","","0"
"CVN","0","","","0"
"CVQ","0","","","0"
"CVU","0","","","0"
"CWA","4","MKE MSN OSH RHI","2 1 1 2","3"
"CWB","9","FLN FRA GRU LUX MIA MXP REC SCL VCP","1 1 1 1 1 1 1 1 2","7"
"CWJ","0","","","0"
"CWL","0","","","0"
"CXB","0","","","0"
"CXC","0","","","0"
"CXH","0","","","0"
"CXI","0","","","0"
"CXJ","0","","","0"
"CXR","0","","","0"
"CYA","0","","","0"
"CYAV","0","","","0"
"CYB","0","","","0"
"CYC","0","","","0"
"CYF","0","","","0"
"CYI","0","","","0"
"CYM","0","","","0"
"CYO","0","","","0"
"CYP","0","","","0"
"CYPK","0","","","0"
"CYPT","0","","","0"
"CYS","4","APA BJC DEN GJT","1 1 1 1","1"
"CYSE","0","","","0"
"CYX","0","","","0"
"CYZ","0","","","0"
"CZE","0","","","0"
"CZH","0","","","0"
"CZJ","0","","","0"
"CZL","0","","","0"
"CZM","0","","","0"
"CZN","0","","","0"
"CZR","0","","","0"
"CZS","0","","","0"
"CZU","0","","","0"
"CZX","0","","","0"
"DAB","0","","","0"
"DAC","29","ADD ALA AMS ASB AUH CAN CCU CGO CGP CSX CTU CXB DEL DMM DOH GYD HAN HKG IST JED JSR KJA NNG PVG RUH SHJ SIN TAS ZYL","1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 3 1 1 1 1 1 2 1 1 1 1 1","17"
"DAD","0","","","0"
"DAL","0","","","0"
"DAM","0","","","0"
"DAR","5","BOM DXB FBM FIH NBO","1 1 1 1 2","3"
"DAT","0","","","0"
"DAU","0","","","0"
"DAV","0","","","0"
"DAY","0","","","0"
"DBB","0","","","0"
"DBC","0","","","0"
"DBM","0","","","0"
"DBO","0","","","0"
"DBR","0","","","0"
"DBV","0","","","0"
"DCA","0","","","0"
"DCF","9","ANU BGI BQU GND SKB SLU STX SVD SXM","1 2 1 1 1 1 1 1 1","2"
"DCM","0","","","0"
"DCT","0","","","0"
"DCY","0","","","0"
"DDC","0","","","0"
"DDD","0","","","0"
"DDG","0","","","0"
"DDR","0","","","0"
"DEB","0","","","0"
"DEC","0","","","0"
"DED","0","","","0"
"DEE","0","","","0"
"DEF","0","","","0"
"DEL","24","AMD BLR BOM BRU CAN CCU CGN CGO CTU DOH DWC DXB EHU HKG HYD ICN IXL KWE LEJ LUX SHJ SZX TPE ZUH","1 2 1 1 2 1 1 1 2 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1","18"
"DEM","0","","","0"
"DEN","0","","","0"
"DEX","0","","","0"
"DFW","1","CVG","1","1"
"DGA","0","","","0"
"DGH","0","","","0"
"DGO","0","","","0"
"DGT","0","","","0"
"DHB","0","","","0"
"DHH","0","","","0"
"DHI","0","","","0"
"DHM","0","","","0"
"DHN","1","MEM","1","1"
"DHX","0","","","0"
"DIB","0","","","0"
"DIE","0","","","0"
"DIG","0","","","0"
"DIK","1","FAR","2","2"
"DIL","0","","","0"
"DIN","0","","","0"
"DIQ","0","","","0"
"DIR","0","","","0"
"DIU","0","","","0"
"DIY","0","","","0"
"DJB","0","","","0"
"DJE","0","","","0"
"DJG","0","","","0"
"DJJ","0","","","0"
"DKA","0","","","0"
"DKS","0","","","0"
"DLA","0","","","0"
"DLC","5","DWC FRA KIX NRT PVG","1 1 2 1 1","4"
"DLE","0","","","0"
"DLG","0","","","0"
"DLH","0","","","0"
"DLI","0","","","0"
"DLM","0","","","0"
"DLU","0","","","0"
"DLZ","0","","","0"
"DMB","0","","","0"
"DMD","0","","","0"
"DME","8","CGO CRZ GDX NKG NSK OVB PKC UUS","1 1 1 1 1 1 1 1","3"
"DMK","0","","","0"
"DMM","0","","","0"
"DMU","0","","","0"
"DNAN","0","","","0"
"DNBK","0","","","0"
"DNBY","0","","","0"
"DND","0","","","0"
"DNH","0","","","0"
"DNK","0","","","0"
"DNP","0","","","0"
"DNZ","0","","","0"
"DOB","0","","","0"
"DOD","0","","","0"
"DOG","0","","","0"
"DOH","0","","","0"
"DOL","0","","","0"
"DOM","15","ANU BGI BQN EIS FDF GND POS PTP SJU SKB SLU STT SVD SXM UVF","4 1 1 1 1 1 1 1 5 3 2 1 2 1 1","6"
"DOP","0","","","0"
"DOU","0","","","0"
"DOY","0","","","0"
"DPL","0","","","0"
"DPO","0","","","0"
"DPS","0","","","0"
"DPT","0","","","0"
"DQA","0","","","0"
"DQM","0","","","0"
"DRG","0","","","0"
"DRK","0","","","0"
"DRO","1","ABQ","1","1"
"DRP","0","","","0"
"DRS","0","","","0"
"DRV","0","","","0"
"DRW","0","","","0"
"DSE","0","","","0"
"DSI","0","","","0"
"DSM","0","","","0"
"DSN","0","","","0"
"DSO","0","","","0"
"DSS","4","BRU CDG CFE CMN","1 1 1 1","3"
"DSY","0","","","0"
"DTB","0","","","0"
"DTD","0","","","0"
"DTM","0","","","0"
"DTU","0","","","0"
"DTW","0","","","0"
"DUB","0","","","0"
"DUD","0","","","0"
"DUJ","0","","","0"
"DUR","2","HLA JNB","1 1","1"
"DUS","1","CDG","1","1"
"DUT","2","ANC CDB","1 1","1"
"DVL","0","","","0"
"DVO","3","NNG SZX XMN","1 1 1","3"
"DWC","59","ADD AKL AKX ALG AMD AMS ASB BCN BKK BLR BOG BOM BRU CAI CAN CGK CGO CPH DAC DEL DMM EBB FJR FRA HAN HKG HYD IAH IST JFK JIB JNB KRT KTI LGG LHR LLW LOS LUX MAD MEM MEX MST MXP NBO NRT ORD OUA PRG PVG RUH SGN SIN STN SYD TAS TPE UIO ZAZ","1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 4 1 1 1 2 3 4 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 1","10"
"DWD","0","","","0"
"DXB","0","","","0"
"DXJ","0","","","0"
"DXR","0","","","0"
"DYG","1","MNL","1","1"
"DYR","0","","","0"
"DYU","1","TAS","1","1"
"DZA","0","","","0"
"DZH","0","","","0"
"DZN","0","","","0"
"EAA","0","","","0"
"EAL","0","","","0"
"EAM","0","","","0"
"EAR","1","OMA","2","2"
"EAS","0","","","0"
"EAT","3","BFI GEG OMK","1 1 1","2"
"EAU","0","","","0"
"EBA","0","","","0"
"EBB","8","ADD AUH BRU DOH DWC LGG NBO SHJ","1 1 1 1 1 1 1 1","6"
"EBD","0","","","0"
"EBH","0","","","0"
"EBJ","0","","","0"
"EBL","2","AMM IST","1 1","2"
"EBO","0","","","0"
"EBU","0","","","0"
"ECN","0","","","0"
"ECP","2","ABY BHM","2 1","3"
"EDI","3","CDG LEJ MME","2 1 2","3"
"EDL","2","NBO SHJ","2 3","3"
"EDO","0","","","0"
"EDR","0","","","0"
"EDXP","0","","","0"
"EEA","0","","","0"
"EEK","0","","","0"
"EERU","0","","","0"
"EFL","0","","","0"
"EGC","0","","","0"
"EGE","0","","","0"
"EGM","0","","","0"
"EGN","0","","","0"
"EGO","0","","","0"
"EGS","0","","","0"
"EGX","0","","","0"
"EHU","19","ALA AUH BLL BLR BUD CCU DEL EMA FRA HKG LAX LGG LHE MAA MXP OSL SGN SZX YHZ","1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1","6"
"EIN","0","","","0"
"EIS","0","","","0"
"EJA","0","","","0"
"EJH","0","","","0"
"EJT","0","","","0"
"EKO","0","","","0"
"EKS","0","","","0"
"ELC","0","","","0"
"ELE","0","","","0"
"ELF","0","","","0"
"ELG","0","","","0"
"ELH","0","","","0"
"ELI","0","","","0"
"ELM","0","","","0"
"ELP","0","","","0"
"ELQ","0","","","0"
"ELS","1","JNB","1","1"
"ELU","0","","","0"
"ELV","0","","","0"
"EMA","35","ABZ ALA ANC AUH BAH BFS BLQ BRU CDG CGN CPH CTU CVG DUB DXB EDI EHU FRA HGH HKG IST JFK KEF LAX LEJ LTN MAD MUC MXP OSL PHL RUH SNN TSN VIT","1 1 1 1 1 4 1 1 2 3 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","12"
"EMD","0","","","0"
"EME","0","","","0"
"EMK","0","","","0"
"EMN","0","","","0"
"ENA","0","","","0"
"ENE","0","","","0"
"ENG","0","","","0"
"ENH","0","","","0"
"ENI","0","","","0"
"ENO","0","","","0"
"ENSA","0","","","0"
"ENT","0","","","0"
"ENU","0","","","0"
"ENVR","0","","","0"
"ENY","0","","","0"
"EOH","0","","","0"
"EOI","0","","","0"
"EPR","0","","","0"
"EPU","0","","","0"
"EQS","0","","","0"
"ERC","0","","","0"
"ERF","0","","","0"
"ERH","0","","","0"
"ERI","0","","","0"
"ERL","0","","","0"
"ERZ","0","","","0"
"ESB","0","","","0"
"ESC","0","","","0"
"ESD","0","","","0"
"ESE","0","","","0"
"ESL","0","","","0"
"ESU","0","","","0"
"ETM","0","","","0"
"ETR","0","","","0"
"ETZ","0","","","0"
"EUA","0","","","0"
"EUG","0","","","0"
"EUN","0","","","0"
"EUX","0","","","0"
"EVE","4","BOH DOH FRA LGG","1 1 1 1","3"
"EVG","0","","","0"
"EVN","5","CGN FRA LGG TBS VKO","1 1 1 1 1","4"
"EVV","0","","","0"
"EWB","0","","","0"
"EWE","0","","","0"
"EWI","0","","","0"
"EWN","0","","","0"
"EWR","21","ANC BDA BOS BWI CDG CGN CVG DFW GSO IAD IND LAX MCO MEM OAK ONT PHL RFD SDF SEA SJU","1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1","6"
"EXI","0","","","0"
"EXT","0","","","0"
"EYK","0","","","0"
"EYP","0","","","0"
"EYW","0","","","0"
"EZE","0","","","0"
"EZS","0","","","0"
"FAE","3","BRU DUB LGG","1 1 1","1"
"FAI","3","ANC GEG PDX","1 1 1","2"
"FAO","0","","","0"
"FAR","11","BIS BJI DIK DVL FSD MEM MOT SDF TVF XWA YWG","3 1 2 1 1 1 2 1 1 2 1","5"
"FAT","10","BUR DEN GJT MEM OAK ONT SDF SMX TUL VIS","1 1 1 1 1 2 1 1 1 1","3"
"FAV","0","","","0"
"FAY","0","","","0"
"FBM","0","","","0"
"FBS","0","","","0"
"FCA","0","","","0"
"FCO","0","","","0"
"FDE","0","","","0"
"FDF","0","","","0"
"FDH","0","","","0"
"FDU","0","","","0"
"FEG","0","","","0"
"FEN","0","","","0"
"FEZ","0","","","0"
"FGI","0","","","0"
"FGU","0","","","0"
"FIE","0","","","0"
"FIH","19","ADD BDT BKY BMB FBM FKI GMA GOM IST KGA KMN KND LIQ LJA LUX MDK MJM NBO TSH","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","4"
"FIN","0","","","0"
"FIZ","0","","","0"
"FJR","0","","","0"
"FKB","0","","","0"
"FKI","0","","","0"
"FKQ","0","","","0"
"FKS","0","","","0"
"FLA","0","","","0"
"FLG","0","","","0"
"FLL","12","ATL DFW EWR EYW GSO IND JAX MCO MEM MIA MTH SDF","1 1 1 1 1 1 1 1 1 1 1 1","3"
"FLN","3","CWB GRU MIA","1 1 1","2"
"FLO","0","","","0"
"FLR","0","","","0"
"FLS","0","","","0"
"FLW","0","","","0"
"FLZ","0","","","0"
"FMA","0","","","0"
"FMI","0","","","0"
"FMM","0","","","0"
"FMN","1","ABQ","1","1"
"FMO","0","","","0"
"FNA","0","","","0"
"FNC","1","LIS","1","1"
"FNI","0","","","0"
"FNJ","0","","","0"
"FNR","0","","","0"
"FNT","4","APN GLR IND MEM","1 1 1 1","2"
"FOA","0","","","0"
"FOC","3","NKG TPE XMN","1 1 1","1"
"FOD","0","","","0"
"FOG","0","","","0"
"FON","0","","","0"
"FOO","0","","","0"
"FOR","1","GRU","2","2"
"FPO","0","","","0"
"FRA","79","ALA AMS ATL AUH BAH BHX BKK BLR BOG BOM BOS BQN CAI CAN CDG CGK CGN CKG CMN CWB DAC DEL DFW DMM DUB DWC DXB EHU EVN EZE GDL GIG GRU HKG HYD IAH ICN IKA IST JED JFK JNB KIX KTW KUN LAX LCA LHR LUZ MAA MAD MAO MEM MEX MIA MNL MST NBO NLU NRT ORD OVB PEK PVG RUH SHE SHJ SIN SNN STN SZX TFU TLV TPE UIO VCP VIE WUH YYZ","2 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1 2 1 2 1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 3 3 1 2 3 2 1 1 1 1 1 2 1 3 3 1 2 1 1 2","22"
"FRC","0","","","0"
"FRD","1","SEA","1","1"
"FRE","0","","","0"
"FRL","0","","","0"
"FRO","0","","","0"
"FRS","0","","","0"
"FRW","0","","","0"
"FSC","0","","","0"
"FSD","9","ABR ATY FAR MBG MEM PIR RAP SDF YYC","2 1 2 1 1 1 2 1 1","4"
"FSH","0","","","0"
"FSM","0","","","0"
"FSP","0","","","0"
"FSZ","0","","","0"
"FTE","0","","","0"
"FTI","0","","","0"
"FTW","0","","","0"
"FTY","0","","","0"
"FUE","0","","","0"
"FUG","0","","","0"
"FUJ","0","","","0"
"FUK","0","","","0"
"FUN","0","","","0"
"FUO","0","","","0"
"FVM","0","","","0"
"FWA","0","","","0"
"FXE","0","","","0"
"FYJ","0","","","0"
"FYN","0","","","0"
"FYU","0","","","0"
"FZBS","0","","","0"
"FZCD","0","","","0"
"FZL","0","","","0"
"FZNI","0","","","0"
"GAJ","0","","","0"
"GAL","0","","","0"
"GAM","0","","","0"
"GAN","0","","","0"
"GAQ","0","","","0"
"GAU","0","","","0"
"GAY","0","","","0"
"GBE","0","","","0"
"GBJ","0","","","0"
"GBL","0","","","0"
"GBT","0","","","0"
"GBZ","0","","","0"
"GCC","0","","","0"
"GCI","0","","","0"
"GCK","1","ICT","1","1"
"GCM","1","MIA","2","2"
"GDB","0","","","0"
"GDE","0","","","0"
"GDL","0","","","0"
"GDN","5","BER CDG KTW LEJ TLL","1 1 1 1 1","3"
"GDQ","0","","","0"
"GDT","0","","","0"
"GDV","0","","","0"
"GDX","0","","","0"
"GDZ","0","","","0"
"GEA","0","","","0"
"GEB","0","","","0"
"GEG","1","SDF","1","1"
"GEL","0","","","0"
"GEM","0","","","0"
"GEO","0","","","0"
"GER","0","","","0"
"GES","0","","","0"
"GET","0","","","0"
"GEV","0","","","0"
"GFK","0","","","0"
"GGB","0","","","0"
"GGF","0","","","0"
"GGG","0","","","0"
"GGJ","0","","","0"
"GGR","0","","","0"
"GGT","0","","","0"
"GGW","0","","","0"
"GHA","0","","","0"
"GHB","0","","","0"
"GHC","0","","","0"
"GHS","0","","","0"
"GHT","0","","","0"
"GHV","0","","","0"
"GIB","0","","","0"
"GIC","0","","","0"
"GIG","18","AMS BOG CFB CNF CWB EZE FRA GRU HHN LIM LUX MAO MIA MVD POA SCL UIO VCP","1 1 1 1 1 1 1 2 1 1 1 1 5 1 1 2 1 3","9"
"GIL","0","","","0"
"GIR","0","","","0"
"GIS","0","","","0"
"GIU","0","","","0"
"GIZ","0","","","0"
"GJA","0","","","0"
"GJL","0","","","0"
"GJR","0","","","0"
"GJT","0","","","0"
"GKA","0","","","0"
"GKK","0","","","0"
"GKN","0","","","0"
"GLA","3","KOI LSI SYY","1 1 1","1"
"GLF","0","","","0"
"GLH","0","","","0"
"GLK","0","","","0"
"GLN","0","","","0"
"GLT","0","","","0"
"GLU","0","","","0"
"GLV","0","","","0"
"GLX","0","","","0"
"GMA","0","","","0"
"GMB","0","","","0"
"GME","0","","","0"
"GMO","0","","","0"
"GMP","0","","","0"
"GMQ","0","","","0"
"GMR","0","","","0"
"GMZ","0","","","0"
"GNB","0","","","0"
"GND","0","","","0"
"GNI","0","","","0"
"GNJ","0","","","0"
"GNM","0","","","0"
"GNS","0","","","0"
"GNU","0","","","0"
"GNV","0","","","0"
"GNY","0","","","0"
"GOA","0","","","0"
"GOB","0","","","0"
"GOH","0","","","0"
"GOI","0","","","0"
"GOJ","0","","","0"
"GOM","0","","","0"
"GOP","0","","","0"
"GOQ","0","","","0"
"GOR","0","","","0"
"GOT","3","CDG CPH LGG","1 1 1","2"
"GOU","0","","","0"
"GOV","0","","","0"
"GOX","0","","","0"
"GOY","0","","","0"
"GPA","0","","","0"
"GPI","0","","","0"
"GPN","0","","","0"
"GPS","0","","","0"
"GPT","0","","","0"
"GRB","0","","","0"
"GRI","0","","","0"
"GRJ","1","JNB","1","1"
"GRK","0","","","0"
"GRO","0","","","0"
"GRQ","0","","","0"
"GRR","4","CIU MEM PLN TVC","1 1 1 1","2"
"GRU","28","BSB CDG CGB CKG CWB DOH DSS EZE FLN FOR FRA GIG GYN IST LAX LOS LUX MAO MIA POA REC SCL SID SLZ SSA THE UIO XMN","1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 3 2 1 1 3 1 1 1 1 2 1","13"
"GRV","0","","","0"
"GRW","0","","","0"
"GRX","0","","","0"
"GRY","0","","","0"
"GRZ","0","","","0"
"GSI","0","","","0"
"GSM","0","","","0"
"GSO","16","CAE CHS CVG DFW EWR FLL GSP IND JFK MCO MEM ONT ORD RDU ROA SDF","1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1","4"
"GSP","16","BDL CAE CGN CHS GSO HHN ICN IND MEM MIA MUC QRO RDU RSW SDF SHE","1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1","8"
"GST","0","","","0"
"GSV","0","","","0"
"GTE","0","","","0"
"GTF","0","","","0"
"GTO","0","","","0"
"GTR","0","","","0"
"GTS","0","","","0"
"GUA","0","","","0"
"GUB","0","","","0"
"GUC","0","","","0"
"GUF","0","","","0"
"GUM","12","ANC HKG HNL KSA KWA MAJ PNI PPG PVG ROR TKK YAP","1 1 2 1 1 1 1 1 1 1 1 1","3"
"GUP","1","ABQ","1","1"
"GUR","0","","","0"
"GUW","0","","","0"
"GVA","0","","","0"
"GVR","0","","","0"
"GWL","0","","","0"
"GWT","0","","","0"
"GXF","0","","","0"
"GXH","0","","","0"
"GYA","0","","","0"
"GYB","0","","","0"
"GYD","40","AMS BGW BOM BSZ CGK DAC DEL DFW DWC DXB GUW HHN HKG ICN IKA IST JFK JIB KDH KUL KWI LAX LUX MNL MST MXP NRT OAI ORD OSL PVG SAW SCO SIN STN SVO TBS TLV URC ZAZ","1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1","3"
"GYE","0","","","0"
"GYL","0","","","0"
"GYM","0","","","0"
"GYN","0","","","0"
"GYS","0","","","0"
"GYU","0","","","0"
"GYY","5","BKL COU GDL LRD SDF","1 1 1 1 1","3"
"GYZ","0","","","0"
"GZG","0","","","0"
"GZP","0","","","0"
"GZT","0","","","0"
"HAA","0","","","0"
"HAC","0","","","0"
"HAD","0","","","0"
"HAH","0","","","0"
"HAJ","7","BCN BLL CDG LGG MAD MXP OSL","1 1 2 1 1 1 1","2"
"HAK","1","ICN","1","1"
"HAM","0","","","0"
"HAN","26","AKL ANC ASB AUH BKK BOM CCU CGK CGP CKG DAC DEL DOH DWC FRA HGH HKG ICN NVI PEN SGN SIN SZX TPE VIE WUH","1 1 1 1 1 1 1 1 1 1 2 3 1 2 1 1 4 4 1 2 1 3 1 2 1 1","16"
"HAO","0","","","0"
"HAQ","0","","","0"
"HAS","0","","","0"
"HAU","0","","","0"
"HAV","0","","","0"
"HAY","0","","","0"
"HBA","1","HKG","1","1"
"HBE","0","","","0"
"HBQ","0","","","0"
"HBX","0","","","0"
"HCJ","0","","","0"
"HCQ","0","","","0"
"HCR","0","","","0"
"HCZ","0","","","0"
"HDF","0","","","0"
"HDG","0","","","0"
"HDK","0","","","0"
"HDM","0","","","0"
"HDN","0","","","0"
"HDO","0","","","0"
"HDS","0","","","0"
"HDY","0","","","0"
"HEA","0","","","0"
"HEH","0","","","0"
"HEI","0","","","0"
"HEK","0","","","0"
"HEL","7","ARN CDG CGN CPH FRA IST TLV","1 1 1 1 1 1 1","5"
"HER","0","","","0"
"HET","4","CGO HGH NKG TYN","1 1 1 1","2"
"HEZ","0","","","0"
"HFA","0","","","0"
"HFE","2","ANC ICN","1 1","2"
"HFN","0","","","0"
"HFS","0","","","0"
"HFT","0","","","0"
"HGA","1","ADD","1","3"
"HGD","0","","","0"
"HGH","26","ANC BLL CAN CCU CTU DAC DWC ICN JFK KUL LAX LGG MAD MEX MNL ORD PEK PKX SIN SVO SZX TAO TAS URC WUH XIY","1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1","8"
"HGI","0","","","0"
"HGL","0","","","0"
"HGN","0","","","0"
"HGO","0","","","0"
"HGR","0","","","0"
"HGU","0","","","0"
"HHH","0","","","0"
"HHN","8","BOM GIG GYD RUH VIE WUX XIY YHZ","1 1 2 2 1 1 1 1","4"
"HHQ","0","","","0"
"HHR","0","","","0"
"HHZ","0","","","0"
"HIA","0","","","0"
"HIB","0","","","0"
"HID","0","","","0"
"HIJ","0","","","0"
"HIN","0","","","0"
"HIR","0","","","0"
"HJJ","0","","","0"
"HJR","0","","","0"
"HKB","0","","","0"
"HKD","0","","","0"
"HKG","65","ADD AKL AKX ALA AMS ANC ATH BAH BHX BKK BLR BNE BOM BSZ CCU CDG CGO CNS DAC DEL DFW DOH DWC DXB EHU HAN ICN IKA IND IST JNB KGF KIX KTI KUL KWI LAX LEJ LGG MAA MNL MST MXP NBO NGB NNG NRT ORD OSL PDX PEN PVG RUH SEA SGN SHJ SIN STN SYD SZX TLV TPE TUN WUH XMN","1 1 1 3 1 2 1 1 1 4 2 2 2 1 2 2 1 1 1 4 2 1 2 1 1 3 3 1 1 1 1 1 1 1 2 1 2 2 1 3 5 1 3 1 1 1 2 1 1 1 1 1 1 1 1 3 5 1 2 1 2 2 1 1 2","27"
"HKK","0","","","0"
"HKMM","0","","","0"
"HKN","0","","","0"
"HKNV","0","","","0"
"HKT","0","","","0"
"HLA","2","CPT ZA-0327","1 1","1"
"HLD","0","","","0"
"HLE","0","","","0"
"HLH","0","","","0"
"HLN","3","BIL BTM FCA","1 1 1","1"
"HLP","0","","","0"
"HLZ","0","","","0"
"HMA","0","","","0"
"HMB","0","","","0"
"HME","0","","","0"
"HMI","0","","","0"
"HMO","0","","","0"
"HMS","0","","","0"
"HMV","0","","","0"
"HNA","0","","","0"
"HND","0","","","0"
"HNH","0","","","0"
"HNL","1","SDF","1","1"
"HNS","0","","","0"
"HNY","0","","","0"
"HOB","0","","","0"
"HOF","0","","","0"
"HOG","0","","","0"
"HOI","0","","","0"
"HOK","0","","","0"
"HOM","0","","","0"
"HOR","0","","","0"
"HOT","0","","","0"
"HOU","0","","","0"
"HOV","0","","","0"
"HPA","0","","","0"
"HPB","0","","","0"
"HPG","0","","","0"
"HPH","0","","","0"
"HPN","0","","","0"
"HQL","0","","","0"
"HQQ","0","","","0"
"HRB","1","YKS","1","1"
"HRE","3","AMS JNB NBO","1 1 1","3"
"HRF","0","","","0"
"HRG","0","","","0"
"HRI","1","RML","1","1"
"HRK","0","","","0"
"HRL","2","CVG MEM","1 1","2"
"HRM","0","","","0"
"HRO","0","","","0"
"HSA","2","IST MFM","1 1","1"
"HSC","0","","","0"
"HSF","0","","","0"
"HSG","0","","","0"
"HSL","0","","","0"
"HSN","0","","","0"
"HSR","0","","","0"
"HSS","0","","","0"
"HSV","1","MEM","1","1"
"HSYE","0","","","0"
"HTA","0","","","0"
"HTG","0","","","0"
"HTGW","0","","","0"
"HTI","0","","","0"
"HTMR","0","","","0"
"HTN","0","","","0"
"HTO","0","","","0"
"HTS","0","","","1"
"HTT","0","","","0"
"HTY","0","","","0"
"HUE","0","","","0"
"HUGG","0","","","0"
"HUH","0","","","0"
"HUI","0","","","0"
"HUKD","0","","","0"
"HUMW","0","","","0"
"HUN","0","","","0"
"HUO","0","","","0"
"HUS","0","","","0"
"HUU","0","","","0"
"HUX","0","","","0"
"HUY","0","","","0"
"HUZ","1","JNH","1","1"
"HVB","0","","","0"
"HVD","0","","","0"
"HVG","0","","","0"
"HVN","0","","","0"
"HVR","0","","","0"
"HWN","0","","","0"
"HWR","0","","","0"
"HXD","0","","","0"
"HYA","0","","","0"
"HYD","10","ADD BLR BOM DEL DOH DWC FRA IST KTI MCT","1 2 2 1 2 1 1 1 1 1","7"
"HYG","0","","","0"
"HYL","0","","","0"
"HYN","0","","","0"
"HYS","0","","","0"
"HZA","0","","","0"
"HZG","0","","","0"
"IAA","0","","","0"
"IAD","1","EWR","1","1"
"IAG","0","","","0"
"IAH","5","FRA IST MAD MIA YYZ","1 1 1 1 1","2"
"IAM","0","","","0"
"IAN","0","","","0"
"IAO","0","","","0"
"IAQ","0","","","0"
"IAR","0","","","0"
"IAS","0","","","0"
"IAX","0","","","0"
