"origin","nb_outlinks","outlinks","weights","nb_airlines"
"IBA","0","","","0"
"IBE","0","","","0"
"IBR","0","","","0"
"IBZ","3","MAD PMI VLC","1 1 1","1"
"ICC","0","","","0"
"ICI","0","","","0"
"ICN","24","AMS ANC ASB BKK CGK CGO CKG CSX CTU HAN HGH HKG LAX MIA NLU NRT ORD PVG SGN SIN SZX XMN YNT ZAZ","1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1","7"
"ICT","3","GCK MEM SDF","1 1 1","3"
"IDA","0","","","0"
"IDR","0","","","0"
"IEG","0","","","0"
"IEV","0","","","0"
"IFJ","0","","","0"
"IFN","0","","","0"
"IFO","0","","","0"
"IFU","0","","","0"
"IGA","0","","","0"
"IGD","0","","","0"
"IGG","0","","","0"
"IGR","0","","","0"
"IGT","0","","","0"
"IGU","0","","","0"
"IIA","0","","","0"
"IIL","0","","","0"
"IJK","0","","","0"
"IKA","5","DOH FRA HAN HKG IST","1 1 1 1 1","3"
"IKE","0","","","0"
"IKG","0","","","0"
"IKI","0","","","0"
"IKO","0","","","0"
"IKS","0","","","0"
"IKT","1","CCU","1","1"
"IKU","0","","","0"
"ILG","0","","","0"
"ILI","0","","","0"
"ILM","0","","","0"
"ILO","0","","","0"
"ILP","0","","","0"
"ILR","0","","","0"
"ILU","0","","","0"
"ILY","0","","","0"
"IMF","0","","","0"
"IMK","0","","","0"
"IMP","0","","","0"
"IMT","0","","","0"
"INB","0","","","0"
"INC","0","","","0"
"IND","59","ABE ANC ATL BDL BNA BOS BUF BWI CAK CDG CID CLE CLT DEN DFW DTW DUB ELP EWR FLL GRR GSO IAD IAH JAX JFK LAX LCK LGG LUX MCI MCO MDT MEM MIA MSP MSY OAK ONT ORD PDX PHL PHX PIT RDU SAN SBN SDF SEA SJC SLC STL SWF SYR TPA TYS YHM YMX YYZ","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","5"
"INF","0","","","0"
"INH","0","","","0"
"INI","1","URC","1","1"
"INL","1","MSP","1","1"
"INN","0","","","0"
"INQ","0","","","0"
"INU","0","","","0"
"INV","0","","","0"
"INZ","0","","","0"
"IOA","0","","","0"
"IOM","0","","","0"
"ION","0","","","0"
"IOQ","0","","","0"
"IOR","0","","","0"
"IOS","0","","","0"
"IOT","0","","","0"
"IPC","0","","","0"
"IPH","0","","","0"
"IPI","0","","","0"
"IPL","2","ONT SAN","1 1","2"
"IPN","0","","","0"
"IPT","0","","","0"
"IQM","0","","","0"
"IQN","0","","","0"
"IQQ","2","AMS VCP","1 1","1"
"IQR","0","","","0"
"IQT","1","LIM","1","1"
"IRA","0","","","0"
"IRC","0","","","0"
"IRG","0","","","0"
"IRI","0","","","0"
"IRJ","0","","","0"
"IRK","0","","","0"
"IRM","0","","","0"
"IRP","0","","","0"
"IRZ","0","","","0"
"ISA","0","","","0"
"ISB","0","","","0"
"ISC","0","","","0"
"ISE","0","","","0"
"ISG","0","","","0"
"ISK","0","","","0"
"ISP","0","","","0"
"IST","0","","","0"
"ISU","0","","","0"
"ITB","0","","","0"
"ITH","0","","","0"
"ITM","0","","","0"
"ITO","0","","","0"
"ITU","0","","","0"
"IUE","0","","","0"
"IUI","0","","","0"
"IUP","0","","","0"
"IVC","0","","","0"
"IVL","0","","","0"
"IVR","0","","","0"
"IWA","0","","","0"
"IWD","2","IMT LAN","2 2","2"
"IWJ","0","","","0"
"IWK","0","","","0"
"IXA","0","","","0"
"IXB","0","","","0"
"IXC","0","","","0"
"IXD","0","","","0"
"IXE","0","","","0"
"IXG","0","","","0"
"IXI","0","","","0"
"IXJ","0","","","0"
"IXK","0","","","0"
"IXL","1","DEL","1","1"
"IXM","0","","","0"
"IXR","0","","","0"
"IXS","0","","","0"
"IXT","0","","","0"
"IXU","0","","","0"
"IXW","0","","","0"
"IXX","0","","","0"
"IXY","0","","","0"
"IXZ","0","","","0"
"IZA","0","","","0"
"IZO","0","","","0"
"IZT","0","","","0"
"JAC","0","","","0"
"JAE","0","","","0"
"JAF","0","","","0"
"JAI","0","","","0"
"JAK","0","","","0"
"JAN","0","","","0"
"JAU","0","","","0"
"JAV","0","","","0"
"JAW","0","","","0"
"JAX","5","IND MEM PHL SDF SJU","1 1 1 1 1","2"
"JBB","0","","","0"
"JBD","0","","","0"
"JBK","0","","","0"
"JBQ","0","","","0"
"JBR","0","","","0"
"JCH","0","","","0"
"JCK","0","","","0"
"JCL","0","","","0"
"JCU","0","","","0"
"JDH","0","","","0"
"JDO","0","","","0"
"JDZ","0","","","0"
"JED","4","ADD BLR JFK TAS","1 1 1 1","3"
"JEG","0","","","0"
"JEJ","0","","","0"
"JFK","46","AMS ANC BDL BOG CAN CKG CVG DOH DWC EHU EMA FRA GDL GYD HGH HKG IAH ICN IND IST JED LAX LEJ LGG LUX MEM MIA MST NLU NRT ONT ORD PHL PVG RFD SAL SDF SEA SZX TLS TLV TPE UIO YHZ YYZ ZAZ","1 12 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 2 2 1 2 1 3 1 1 1 1 1 1 1 6 1 4 1 1 1 1 1 1 1 2 1 2 4 2","28"
"JFR","0","","","0"
"JGA","0","","","0"
"JGB","0","","","0"
"JGD","0","","","0"
"JGN","0","","","0"
"JGO","0","","","0"
"JGS","0","","","0"
"JHB","0","","","0"
"JHG","0","","","0"
"JHM","0","","","0"
"JHS","0","","","0"
"JIA","0","","","0"
"JIB","6","ADD DWC DXB HGA MGQ NKG","2 2 1 1 1 1","4"
"JIC","0","","","0"
"JIJ","0","","","0"
"JIK","0","","","0"
"JIM","0","","","0"
"JIN","0","","","0"
"JIO","0","","","0"
"JIQ","0","","","0"
"JIU","0","","","0"
"JJD","0","","","0"
"JJG","0","","","0"
"JJM","0","","","0"
"JJN","1","MNL","1","1"
"JJU","0","","","0"
"JKG","0","","","0"
"JKH","0","","","0"
"JKL","0","","","0"
"JKR","0","","","0"
"JLG","0","","","0"
"JLN","0","","","0"
"JLR","0","","","0"
"JMA","0","","","0"
"JMJ","0","","","0"
"JMK","0","","","0"
"JMO","0","","","0"
"JMS","0","","","0"
"JMU","0","","","0"
"JNB","28","ADD AMS CAI CPT DAR DOH DUR DWC DXB EBB ELS FRA GRJ HRE IST JED KGL LOS LUN LUX LVI MPM MRU NBO PLZ SIN VFA WDH","1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 9 1 1 1 1","17"
"JNG","0","","","0"
"JNH","1","HUZ","1","1"
"JNN","0","","","0"
"JNS","0","","","0"
"JNU","0","","","0"
"JNX","0","","","0"
"JNZ","0","","","0"
"JOE","0","","","0"
"JOG","0","","","0"
"JOI","0","","","0"
"JOK","0","","","0"
"JOL","0","","","0"
"JOS","0","","","0"
"JPA","0","","","0"
"JPE","0","","","0"
"JPO","0","","","0"
"JPR","0","","","0"
"JQA","0","","","0"
"JQE","0","","","0"
"JRG","0","","","0"
"JRH","0","","","0"
"JRJ","0","","","0"
"JRO","0","","","0"
"JRT","0","","","0"
"JSA","0","","","0"
"JSH","0","","","0"
"JSI","0","","","0"
"JSJ","0","","","0"
"JSK","0","","","0"
"JSR","1","CXB","1","1"
"JST","0","","","0"
"JSU","0","","","0"
"JSY","0","","","0"
"JTC","0","","","0"
"JTR","0","","","0"
"JTY","0","","","0"
"JUB","1","LGG","1","0"
"JUH","0","","","0"
"JUJ","0","","","0"
"JUK","0","","","0"
"JUL","0","","","0"
"JUM","0","","","0"
"JUU","0","","","0"
"JUV","0","","","0"
"JUZ","0","","","0"
"JWN","0","","","0"
"JXA","0","","","0"
"JYV","0","","","0"
"JZH","0","","","0"
"K1RL","0","","","0"
"KAA","0","","","0"
"KAB","0","","","0"
"KAD","0","","","0"
"KAE","0","","","0"
"KAI","0","","","0"
"KAJ","0","","","0"
"KAL","0","","","0"
"KAN","4","CAI JED LGG MUC","1 1 1 1","4"
"KAO","0","","","0"
"KAT","0","","","0"
"KAX","0","","","0"
"KAZ","0","","","0"
"KBC","0","","","0"
"KBH","0","","","0"
"KBL","0","","","0"
"KBP","2","BUD IST","1 1","1"
"KBR","0","","","0"
"KBU","0","","","0"
"KBV","0","","","0"
"KCA","0","","","0"
"KCC","0","","","0"
"KCG","0","","","0"
"KCH","0","","","0"
"KCL","0","","","0"
"KCM","0","","","0"
"KCO","0","","","0"
"KCQ","0","","","0"
"KCT","0","","","0"
"KCVX","0","","","0"
"KCY","0","","","0"
"KCZ","0","","","0"
"KDA","0","","","0"
"KDH","0","","","0"
"KDI","0","","","0"
"KDL","0","","","0"
"KDM","0","","","0"
"KDO","0","","","0"
"KDU","0","","","0"
"KDV","0","","","0"
"KEA","0","","","0"
"KEB","0","","","0"
"KEDC","0","","","0"
"KEF","11","BLL BOS CGN EMA GYD JFK LAX LGG MIA NLU ORD","1 1 1 1 1 1 1 1 1 1 1","5"
"KEH","0","","","0"
"KEJ","0","","","0"
"KEK","0","","","0"
"KEM","0","","","0"
"KEO","0","","","0"
"KEP","0","","","0"
"KER","0","","","0"
"KET","0","","","0"
"KEU","0","","","0"
"KFE","0","","","0"
"KFG","0","","","0"
"KFP","0","","","0"
"KFS","0","","","0"
"KGA","0","","","0"
"KGC","0","","","0"
"KGD","0","","","0"
"KGE","0","","","0"
"KGF","4","HKG LGG TAS YNT","1 2 1 1","3"
"KGG","0","","","0"
"KGI","0","","","0"
"KGK","0","","","0"
"KGL","9","ADD DOH EBB JNB KAN LGG LOS NBO SHJ","1 1 1 1 1 2 1 5 1","6"
"KGP","0","","","0"
"KGQ","0","","","0"
"KGS","0","","","0"
"KGT","0","","","0"
"KGX","0","","","0"
"KHCR","0","","","0"
"KHD","0","","","0"
"KHE","0","","","0"
"KHG","1","KHI","1","1"
"KHH","0","","","0"
"KHI","16","AMM AUH BAH CMB DOH DXB ISB IST KBL KHG KMG KWE LHE NNG OAI SIN","1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1","8"
"KHK","0","","","0"
"KHM","0","","","0"
"KHN","1","LGG","1","0"
"KHQ","0","","","0"
"KHS","0","","","0"
"KHT","0","","","0"
"KHV","0","","","0"
"KHX","0","","","0"
"KHZ","0","","","0"
"KIE","0","","","0"
"KIF","0","","","0"
"KIH","0","","","0"
"KIJ","0","","","0"
"KIK","0","","","0"
"KIM","0","","","0"
"KIN","0","","","0"
"KIO","0","","","0"
"KIR","0","","","0"
"KIS","0","","","0"
"KIT","0","","","0"
"KIX","38","ANC ATL BKK CAN CDG CGK CGO CSX DLC DOH FRA GYD HFE HKG ICN IND LAX MEM MXP NGB NKG NRT NTG OAK OKA PEK PVG SDF SIN SZX TAO TNA TPE TSN WUH YIW YNT YNZ","4 1 1 1 1 1 1 1 2 1 1 1 1 5 5 1 1 1 1 1 1 3 1 1 1 2 7 1 1 4 1 1 3 1 1 1 2 1","23"
"KIY","0","","","0"
"KJA","7","AMS CDG HKG MXP PEK PVG SVO","1 1 1 1 1 1 1","1"
"KJB","0","","","0"
"KJH","0","","","0"
"KJI","0","","","0"
"KJJ","0","","","0"
"KJT","0","","","0"
"KKA","0","","","0"
"KKC","0","","","0"
"KKE","0","","","0"
"KKH","0","","","0"
"KKI","0","","","0"
"KKJ","4","ICN LAX NRT OKA","1 1 1 1","2"
"KKN","0","","","0"
"KKW","0","","","0"
"KKX","0","","","0"
"KLF","0","","","0"
"KLG","0","","","0"
"KLH","0","","","0"
"KLL","0","","","0"
"KLN","0","","","0"
"KLO","0","","","0"
"KLP","0","","","0"
"KLR","0","","","0"
"KLU","0","","","0"
"KLV","0","","","0"
"KLW","0","","","0"
"KLX","0","","","0"
"KMA","0","","","0"
"KME","0","","","0"
"KMG","5","BLR CCU CMB KHI LHE","1 1 1 1 1","3"
"KMI","0","","","0"
"KMJ","0","","","0"
"KMN","0","","","0"
"KMO","0","","","0"
"KMQ","4","HKG ICN LUX ORD","1 1 1 1","1"
"KMS","0","","","0"
"KMU","0","","","0"
"KMV","0","","","0"
"KMW","0","","","0"
"KND","0","","","0"
"KNG","0","","","0"
"KNH","0","","","0"
"KNK","0","","","0"
"KNO","0","","","0"
"KNQ","0","","","0"
"KNS","1","MBW","1","1"
"KNU","0","","","0"
"KNW","0","","","0"
"KNX","0","","","0"
"KOA","3","OGG ONT RIV","1 1 1","2"
"KOC","0","","","0"
"KOE","0","","","0"
"KOI","2","GLA LSI","1 1","1"
"KOJ","0","","","0"
"KOK","0","","","0"
"KOO","0","","","0"
"KOP","0","","","0"
"KOS","0","","","0"
"KOT","0","","","0"
"KOU","0","","","0"
"KOV","0","","","0"
"KOW","0","","","0"
"KOZ","0","","","0"
"KPB","0","","","0"
"KPCW","0","","","0"
"KPN","0","","","0"
"KPO","0","","","0"
"KPV","0","","","0"
"KPW","0","","","0"
"KQA","0","","","0"
"KQH","0","","","0"
"KQR","0","","","0"
"KQT","0","","","0"
"KRB","0","","","0"
"KRF","0","","","0"
"KRI","0","","","0"
"KRK","0","","","0"
"KRL","0","","","0"
"KRN","0","","","0"
"KRO","0","","","0"
"KRP","0","","","0"
"KRR","0","","","0"
"KRS","0","","","0"
"KRT","9","ADD CAI DOH DWC IST JED LGG MCT NBO","1 1 1 1 1 1 1 1 2","7"
"KRW","4","ASB MYP TAZ ZAZ","1 1 1 1","2"
"KRY","0","","","0"
"KSA","0","","","0"
"KSC","0","","","0"
"KSD","0","","","0"
"KSE","0","","","0"
"KSF","0","","","0"
"KSH","0","","","0"
"KSJ","0","","","0"
"KSJX","0","","","0"
"KSL","0","","","0"
"KSM","0","","","0"
"KSN","0","","","0"
"KSO","0","","","0"
"KSQ","0","","","0"
"KSR","0","","","0"
"KSU","0","","","0"
"KSX","0","","","0"
"KSY","0","","","0"
"KSZ","0","","","0"
"KTA","0","","","0"
"KTB","0","","","0"
"KTD","0","","","0"
"KTF","0","","","0"
"KTG","0","","","0"
"KTI","7","BKK DOH HKG HYD PEN RGN SIN","3 1 1 1 1 1 1","4"
"KTL","0","","","0"
"KTM","6","CCU CTU DXB KMG NNG TFU","1 1 1 1 1 1","4"
"KTN","0","","","0"
"KTR","0","","","0"
"KTS","0","","","0"
"KTT","0","","","0"
"KTW","19","CAG CDG CGN CTU FRA GDN HAJ KSC LEJ LGG MXP OSL OSR RIX STR TSR VCE VIE WAW","1 2 4 1 1 1 1 1 5 3 2 1 1 1 1 2 1 1 2","11"
"KUA","0","","","0"
"KUG","0","","","0"
"KUH","0","","","0"
"KUK","0","","","0"
"KUL","13","ADL AMS BKK CAN CGK CGO CKG DEL KCH LBU NRT PEN SZX","1 1 1 1 1 1 1 1 1 1 1 1 1","6"
"KUM","0","","","0"
"KUN","0","","","0"
"KUO","0","","","0"
"KUS","0","","","0"
"KUT","0","","","0"
"KUU","0","","","0"
"KUV","0","","","0"
"KUY","0","","","0"
"KUZ","0","","","0"
"KVA","0","","","0"
"KVC","0","","","0"
"KVG","0","","","0"
"KVK","0","","","0"
"KVL","0","","","0"
"KVM","0","","","0"
"KVO","0","","","0"
"KVX","0","","","0"
"KWA","0","","","0"
"KWB","0","","","0"
"KWE","0","","","0"
"KWI","7","ADD BAH DOH IST LUX MXP RUH","1 1 1 1 1 1 1","6"
"KWJ","0","","","0"
"KWK","0","","","0"
"KWL","0","","","0"
"KWM","0","","","0"
"KWN","0","","","0"
"KWT","0","","","0"
"KWY","0","","","0"
"KWZ","0","","","0"
"KXB","0","","","0"
"KXF","0","","","0"
"KXK","0","","","0"
"KXO","0","","","0"
"KYA","0","","","0"
"KYB","0","","","0"
"KYD","0","","","0"
"KYK","0","","","0"
"KYP","0","","","0"
"KYU","0","","","0"
"KYZ","0","","","0"
"KZI","0","","","0"
"KZN","0","","","0"
"KZO","0","","","0"
"KZR","0","","","0"
"KZS","0","","","0"
"LAD","0","","","0"
"LAE","0","","","0"
"LAF","0","","","0"
"LAH","0","","","0"
"LAK","0","","","0"
"LAL","17","ABE AUS BDL GEG IAH JFK MCI MSP MSY ONT ORD PHX PIT RIC SFO SMF TOL","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","1"
"LAN","13","APN CIU CMX ESC IWD KMGN MBS MKG MQT PLN RFD SDF TVC","1 2 1 1 1 1 1 1 1 2 1 1 1","3"
"LAO","0","","","0"
"LAP","0","","","0"
"LAQ","0","","","0"
"LAR","0","","","0"
"LAS","4","MEM OAK PHX SDF","1 1 1 1","3"
"LAU","0","","","0"
"LAW","0","","","0"
"LAX","66","AKL AMS ANC BJX BRU CAN CGO CKG CPH CVG DFW DOH DWC EHU EMA EWR FRA GDL GYD HFE HGH HKG HNL HUX ICN IND JFK KEF KIX LEJ LGG LIM LUX MEL MEM MIA MID MTY MXP NLU NRT OAK ORD OST PDX PEK PHX PIK PVG RNO SCL SDF SEA SFO SIN SJC SJO SYD SZX TPE TSN TUS UIO YVR YYC ZAZ","1 2 13 1 2 1 2 1 1 3 3 1 1 1 1 1 3 5 1 1 1 5 5 1 4 1 1 1 1 2 1 1 2 1 1 2 1 1 1 7 5 1 5 1 2 1 1 1 4 1 1 1 3 6 3 1 1 2 2 3 1 1 1 2 3 1","33"
"LBA","0","","","0"
"LBB","6","ABI AFW DFW MAF MEM SDF","1 1 1 1 1 1","4"
"LBC","0","","","0"
"LBD","0","","","0"
"LBE","0","","","0"
"LBF","1","OMA","1","1"
"LBJ","0","","","0"
"LBL","0","","","0"
"LBP","0","","","0"
"LBR","0","","","0"
"LBS","0","","","0"
"LBU","4","BKI HKG KUL SZB","1 1 1 1","2"
"LBV","6","ABJ ADD CMN LUX MVB POG","2 2 1 1 1 1","4"
"LBW","0","","","0"
"LCA","19","AMM ATH ATL CAI CDG CGN FCO FRA IST JFK LEJ LGG MST MXP OST PSA TLV VBS VCE","1 3 1 1 1 1 2 1 1 1 1 3 1 3 1 1 3 1 1","9"
"LCE","0","","","0"
"LCG","0","","","0"
"LCH","0","","","0"
"LCJ","0","","","0"
"LCK","21","AMS ANC ATL AUH CAK CLE DOH DWC FRA HAN HKG ICN IND IST JFK LUX MEM MIA NRT ORD SDF","2 5 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 3 1","13"
"LCR","0","","","0"
"LCX","0","","","0"
"LCY","0","","","0"
"LDB","0","","","0"
"LDE","0","","","0"
"LDG","0","","","0"
"LDH","0","","","0"
"LDN","0","","","0"
"LDS","0","","","0"
"LDU","0","","","0"
"LDX","0","","","0"
"LDY","0","","","0"
"LEA","0","","","0"
"LEAG","0","","","0"
"LEB","0","","","0"
"LEC","0","","","0"
"LED","0","","","0"
"LEI","0","","","0"
"LEJ","66","AMS ARN ATH BAH BCN BEG BKK BLQ BLR BOM BRQ BRU BSL BTS BUD CDG CGN CIA CPH CVG DEL DUB DXB EDI EMA FRA GDN GVA HEL HKG ICN IST JFK KTW LAX LHR LJU LNZ LTN LYS MAD MEX MRS MUC MXP NRT NTE OSL OSR PSA PVG SAW SIN SKP SNN SOF STR SVG SZX TAS TKU TLV TSF VIT VNO WAW","1 1 1 2 1 1 2 1 2 2 1 2 1 1 1 1 1 1 1 2 2 1 2 1 2 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","4"
"LEL","0","","","0"
"LEN","0","","","0"
"LEQ","0","","","0"
"LER","0","","","0"
"LET","0","","","0"
"LEU","0","","","0"
"LEV","0","","","0"
"LEX","0","","","0"
"LFM","0","","","0"
"LFQ","0","","","0"
"LFR","0","","","0"
"LFT","0","","","0"
"LFW","0","","","0"
"LGA","0","","","0"
"LGB","1","SDF","1","2"
"LGG","67","ABJ ABV ACC ADD ALA ATL BHM BKO BOM BSL BUD BZV CAN CGO CKG CPH DLA DOH DWC EBB FIH GOT GSP HGH HKG IAH ICN IND IST JFK JNB JUB KEF KGL KHN LAX LCA LLW LOS LUN MEM MEX MIA MUC MXP NBO NIM NLU NRT NUE OAK ORD OSL OSR OUA PVG SIN SOF STR TAO TLV TNA VIE YHZ YNT YYZ ZAZ","1 1 2 1 1 6 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 3 1 2 3 1 4 2 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 3 1 1 1 5 1 1 1 3 1 1 2 1 2 1 1 1 1 3 2","20"
"LGI","0","","","0"
"LGK","0","","","0"
"LGL","0","","","0"
"LGS","0","","","0"
"LGW","0","","","0"
"LHE","3","BAH EHU LHW","1 1 1","3"
"LHG","0","","","0"
"LHN","0","","","0"
"LHR","15","AMS BRU CDG CVG DOH FRA HKG ICN LEJ MUC MXP NQZ SHJ SIN TNA","2 2 2 1 1 2 2 1 1 1 1 1 1 1 1","9"
"LHW","2","ALA LHE","1 1","2"
"LIF","0","","","0"
"LIG","0","","","0"
"LIH","0","","","0"
"LIJ","0","","","0"
"LIK","0","","","0"
"LIL","0","","","0"
"LIM","0","","","0"
"LIN","0","","","0"
"LIO","0","","","0"
"LIQ","0","","","0"
"LIR","0","","","0"
"LIS","0","","","0"
"LIT","0","","","0"
"LIW","0","","","0"
"LIX","0","","","0"
"LJA","0","","","0"
"LJG","0","","","0"
"LJU","6","BEG CDG CGN LEJ SJJ VCE","1 1 1 1 1 1","6"
"LKA","0","","","0"
"LKB","0","","","0"
"LKE","0","","","0"
"LKG","0","","","0"
"LKH","0","","","0"
"LKI","0","","","0"
"LKL","0","","","0"
"LKM","0","","","0"
"LKN","0","","","0"
"LKO","0","","","0"
"LKY","0","","","0"
"LLA","1","UME","1","1"
"LLB","0","","","0"
"LLF","0","","","0"
"LLI","0","","","0"
"LLJ","0","","","0"
"LLK","0","","","0"
"LLM","0","","","0"
"LLO","0","","","0"
"LLU","0","","","0"
"LLV","0","","","0"
"LLW","3","DWC LGG NBO","1 1 2","2"
"LMA","0","","","0"
"LMC","0","","","0"
"LML","0","","","0"
"LMM","0","","","0"
"LMN","0","","","0"
"LMP","0","","","0"
"LMU","0","","","0"
"LMV","0","","","0"
"LMY","0","","","0"
"LNB","0","","","0"
"LNE","0","","","0"
"LNJ","0","","","0"
"LNK","0","","","0"
"LNL","0","","","0"
"LNO","0","","","0"
"LNS","0","","","0"
"LNU","0","","","0"
"LNV","0","","","0"
"LNY","0","","","0"
"LNZ","4","IST LEJ LJU MAD","1 1 1 1","3"
"LOD","0","","","0"
"LOE","0","","","0"
"LOH","0","","","0"
"LOK","0","","","0"
"LOO","0","","","0"
"LOP","0","","","0"
"LOS","26","ACC ADD BKO BRU CDG CKG COO DOH DWC FRA GRU IST JED JNB KGL LGG LHR LUX MIA NBO NDJ OST RUH SCL SHJ SSG","2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","10"
"LPA","0","","","0"
"LPB","0","","","0"
"LPD","0","","","0"
"LPF","0","","","0"
"LPI","0","","","0"
"LPK","0","","","0"
"LPL","0","","","0"
"LPM","0","","","0"
"LPQ","0","","","0"
"LPS","0","","","0"
"LPT","0","","","0"
"LPU","0","","","0"
"LPY","0","","","0"
"LPZ","0","","","0"
"LQM","0","","","0"
"LRD","16","CJS CVG ELP GDC GSO GYY IAH MCI MEM OAK PBC QRO SAT SDF SLW TOL","1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1","6"
"LRE","0","","","0"
"LRH","0","","","0"
"LRM","0","","","0"
"LRR","0","","","0"
"LRS","0","","","0"
"LRT","0","","","0"
"LRU","0","","","0"
"LRV","0","","","0"
"LSA","0","","","0"
"LSC","0","","","0"
"LSE","1","MSP","1","1"
"LSH","0","","","0"
"LSI","2","GLA KOI","1 1","1"
"LSP","0","","","0"
"LSR","0","","","0"
"LST","0","","","0"
"LSW","0","","","0"
"LTD","0","","","0"
"LTI","0","","","0"
"LTK","0","","","0"
"LTM","0","","","0"
"LTN","2","LEJ MXP","1 1","1"
"LTO","0","","","0"
"LTT","0","","","0"
"LUA","0","","","0"
"LUH","0","","","0"
"LUM","0","","","0"
"LUN","4","AMS JNB LGG NBO","1 1 1 2","4"
"LUP","0","","","0"
"LUQ","0","","","0"
"LUR","0","","","0"
"LUV","0","","","0"
"LUW","0","","","0"
"LUX","59","AMM AMS ASB ATL BAH BKK BOM BUD CAN CGK CGO CWB DEL DFW DMM DOH DWC DXB GDL GIG GYD HAN HKG HSV IAH ICN IND JFK JNB KMQ KUL KWI LAX MCT MIA MXP NBO NKG NLU NRT ORD PEK PEN PIK PRG PVG RUH SEA SGN SIN SJU STN TBS TNA TPE UIO VCP XMN YYC","1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1","5"
"LUZ","2","FRA TLV","1 1","1"
"LVI","0","","","0"
"LVO","0","","","0"
"LVP","0","","","0"
"LWB","0","","","0"
"LWE","0","","","0"
"LWK","0","","","0"
"LWN","0","","","0"
"LWO","0","","","0"
"LWS","3","BFI BOI GEG","1 1 1","3"
"LWY","0","","","0"
"LXA","0","","","0"
"LXD","0","","","0"
"LXG","0","","","0"
"LXR","0","","","0"
"LXS","0","","","0"
"LYA","0","","","0"
"LYB","0","","","0"
"LYC","0","","","0"
"LYG","0","","","0"
"LYH","0","","","0"
"LYI","0","","","0"
"LYP","4","DXB ISB KHI LHE","1 1 3 1","3"
"LYR","0","","","0"
"LYS","3","CDG CGN DWC","1 1 1","3"
"LZG","0","","","0"
"LZH","0","","","0"
"LZN","0","","","0"
"LZO","0","","","0"
"LZY","0","","","0"
"MAA","28","ADD AMD AMS AUH BKK BLR BOM CAN CCU CGO CMB DEL DOH DWC EHU FRA HKG HYD IST KMG KUL MCT NNG PVG SHJ SIN SZX TFU","1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 2","18"
"MAB","0","","","0"
"MAD","17","AUH CDG CMN DOH DWC FRA HGH IAH IST LPA MFM MIA PMI PVG TAS TFN YYZ","1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1","12"
"MAF","0","","","0"
"MAG","0","","","0"
"MAH","2","BCN PMI","1 1","1"
"MAJ","0","","","0"
"MAM","0","","","0"
"MAN","1","CDG","2","2"
"MAO","1","GRU","2","2"
"MAQ","0","","","0"
"MAR","1","BOG","1","1"
"MAS","0","","","0"
"MAT","0","","","0"
"MAU","0","","","0"
"MAV","0","","","0"
"MAY","0","","","0"
"MAZ","0","","","0"
"MBA","0","","","0"
"MBE","0","","","0"
"MBI","0","","","0"
"MBJ","0","","","0"
"MBL","0","","","0"
"MBQ","0","","","0"
"MBS","0","","","0"
"MBT","0","","","0"
"MBW","0","","","0"
"MBZ","0","","","0"
"MCD","0","","","0"
"MCE","0","","","0"
"MCG","0","","","0"
"MCI","16","AFW BWI CAE CID CVG FAR FSD IND LAL MEM OAK ONT RFD RIV SDF STL","1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1","6"
"MCK","1","OMA","1","1"
"MCM","0","","","0"
"MCN","0","","","0"
"MCO","1","TLH","1","1"
"MCP","0","","","0"
"MCT","0","","","0"
"MCV","0","","","0"
"MCW","0","","","0"
"MCX","0","","","0"
"MCY","0","","","0"
"MCZ","0","","","0"
"MDA","0","","","0"
"MDC","0","","","0"
"MDE","4","LIM MIA SJO UIO","1 5 1 1","5"
"MDG","0","","","0"
"MDK","0","","","0"
"MDL","0","","","0"
"MDQ","0","","","0"
"MDT","4","IND MEM RFD SDF","1 1 1 1","2"
"MDU","0","","","0"
"MDW","0","","","0"
"MDZ","0","","","0"
"MEB","0","","","0"
